"n",40,0
373,5,0.5,0.04,0.71,0.78,0.58,0.45,0.71
433,10,0.45,0.04,0.72,0,0.36,0.18,0.46
493,10,0.6,0.24,0.92,0.8200000000000001,1,0.04,0.8200000000000001
553,10,0.46,0.12,0.65,0.67,0.43,0.63,0.49
613,20,0.6,0.3,0.39,0.43,1,0.71,0.29
738,"end"
