"n",40,1
373,5,0.78,0.78,0.93,0.56,0.64,0.37,0.8200000000000001
433,10,0.96,0.71,0.37,0,0.6900000000000001,0.86,0
493,10,0.15,0.71,0.41000000000000003,0,0.41000000000000003,0.5,0.9400000000000001
553,10,0.1,0.29,0.48,0.07,0.6,0.38,0.39
613,20,0.23,0.63,0.42,0.6900000000000001,0.09,0.54,0.53
738,"end"
