"search-number","evaluation","evals-requested-so-far","g1t1*","g2t1*","g3t1*","g4t1*","g5t1*","g6t1*","g7t1*","g1t2*","g2t2*","g3t2*","g4t2*","g5t2*","g6t2*","g7t2*","g1t3*","g2t3*","g3t3*","g4t3*","g5t3*","g6t3*","g7t3*","g1t4*","g2t4*","g3t4*","g4t4*","g5t4*","g6t4*","g7t4*","g1t5*","g2t5*","g3t5*","g4t5*","g5t5*","g6t5*","g7t5*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","11","50","0.9","0.37","0.15","0.66","0.67","0.24","0.37","0.5","0.45","0.31","0.17","0.77","0.07","0.23","0.27","0.46","0.67","0.13","0.97","0.24","0.21","0.67","0.79","0.19","0.3","0.38","0.9400000000000001","0.03","0.22","0.38","0.64","0.6900000000000001","0.64","0.64","0.33","""883297702""","204","204","204","0","204"
"1","12","50","0.15","0.3","0.24","0.9","0.29","0.48","0.55","0.45","0.78","0.02","0.3","0.52","0.2","0.18","0.37","0.79","0.12","0.27","0.29","0.99","0","0.61","0.39","0.03","0.22","0.63","0.52","0.79","0.67","0.07","0.52","0.04","0.6","0.04","0.07","""2146642278""","231","231","231","0","231"
"1","13","50","0.75","0.75","0.32","0.9400000000000001","0.26","0.68","0.9","0.92","0.46","0.4","0.9400000000000001","0.7000000000000001","0.2","0.6","0.35000000000000003","0.27","0.97","0.04","0.07","0.88","0.11","0.37","0.9","0.5700000000000001","0.81","0.24","0.31","0.02","0.29","0.07","0.41000000000000003","0.73","0.73","0.02","0.91","""-1341817866""","214","214","214","0","214"
"1","14","50","0.99","0.6","0.5","0.54","0.2","0.01","0.89","0.04","0.2","0.8200000000000001","0.04","0.06","0.9500000000000001","0.9400000000000001","0.1","0.34","0.12","0.25","0.9500000000000001","0.77","0.9400000000000001","0.51","0.39","0.16","0.04","0.12","0.78","0.59","0.38","0.1","0.34","0.3","0.5700000000000001","0.12","0.22","""393750951""","204","204","204","0","204"
"1","15","50","0.56","0.26","0.81","0.53","0.59","0.12","0.3","0.26","0.29","0.86","0.35000000000000003","0.9","0.18","0.59","0.74","0.93","0.07","0.64","0.88","0.22","0.66","0.37","0.04","0.64","0.84","0.55","0.87","0.65","0.15","0.34","0.47000000000000003","0.26","0.38","0.8200000000000001","0.51","""-1979473625""","204","204","204","0","204"
"1","16","50","0.59","0.86","0.05","0.17","0.48","0","0.41000000000000003","0.37","0.21","0.66","0.2","0.75","0.45","0.01","0.7000000000000001","0.63","0.86","0.85","0.67","0.52","0.9500000000000001","0.21","0.98","0.68","0.9400000000000001","0.18","0.33","0.02","0.75","0.58","0.79","0.26","0.8","0.88","0.16","""-1491388891""","204","204","204","0","204"
"1","17","50","0.11","0.79","0.54","0.63","0.33","0.62","0.85","0.16","0.25","0.22","0.28","0.21","0.85","0.04","0.65","0.67","0.48","0.64","0.75","0.14","0.97","0.36","0.45","0.59","0","0.44","0.74","0.6","0.22","0.41000000000000003","0.63","0","0.41000000000000003","0.44","0.48","""2055288160""","203","203","203","0","203"
"1","18","50","0.44","0.49","0.86","0.27","0.71","0.59","0.46","0.38","0.5","0.99","0.09","0.43","0.71","0.65","0.29","0.91","0.1","0.49","0.72","0.63","0.9","0.15","0.37","0.41000000000000003","0.11","0.78","0.17","0.18","0.56","0.42","0.86","0.86","0.3","0.98","0.49","""1879222371""","204","204","204","0","204"
"1","19","50","0.64","0.16","0.87","0.04","0.73","0.67","0.36","0.71","0.96","0.26","0.46","0.41000000000000003","0.34","0.37","0.7000000000000001","0.4","0.15","0.47000000000000003","0.46","0.4","0.87","0.21","0.38","0.51","0.7000000000000001","0.64","0.15","0.9400000000000001","0.1","0.89","0.34","0.75","0.22","0.86","0.97","""-102915362""","204","204","204","0","204"
"1","20","50","0.15","0","0.29","0.41000000000000003","0.15","0.17","0","0.64","0.19","0.63","0.17","0.98","0.52","0.11","0.86","0.06","0.6","0.32","0.44","0.34","0.04","0.63","0.71","0.65","0.9400000000000001","0.05","0.63","0.4","0.39","0.85","0.33","0.7000000000000001","0.9","0.8300000000000001","0.8300000000000001","""-745803491""","226","226","226","0","226"
"1","21","50","0.65","0.52","0.3","0.49","0.56","0.19","0.54","0.97","0.87","0.6","0.3","0.8300000000000001","0.96","0.85","0.66","0.19","0.42","0.58","0.8200000000000001","0.68","0.9","0.11","0.71","0.8200000000000001","0.9500000000000001","0.62","0.88","0.8300000000000001","0.37","0.07","0.26","0.15","0.12","0.11","0.25","""-1296133734""","204","204","204","0","204"
"1","22","50","0.72","0.62","0.49","0.02","0.59","0.62","0.36","0.26","0.44","0.18","0.92","0.6","0.6900000000000001","0.8","0.15","0.26","0.9400000000000001","0.05","0.41000000000000003","0.9500000000000001","0.79","0.15","0.48","0.51","0.11","0.8300000000000001","0.2","0.91","0.46","0.71","0.04","0.19","0.6","0.97","0.72","""148597324""","204","204","204","0","204"
"1","23","50","0.78","0.79","0.05","0.58","0.9400000000000001","0.39","0.42","0.49","0.73","0.29","0.64","0.89","0.6","0.65","0.97","0.86","0.14","0.45","0.8200000000000001","0.55","0.79","0.04","0.27","0.64","0.45","0.52","0.71","0.67","0.09","0.59","0.25","0.24","0.72","0.39","0.19","""-577295142""","204","204","204","0","204"
"1","24","50","0.96","0.13","0.71","0.8300000000000001","0.96","0.26","0.49","0.08","0.8300000000000001","0.15","0.92","0.16","0.67","0.86","0.09","0.46","0.8200000000000001","0.36","0.75","0.6","0.41000000000000003","0.56","0.49","0.28","0.44","0.15","0.26","0.96","0.56","0.44","0.07","0.74","0.35000000000000003","0.26","0.92","""-1515187195""","204","204","204","0","204"
"1","25","50","0.63","0.72","0.6900000000000001","0.84","0.39","0.49","0.9","0.9400000000000001","0.98","0.32","0.8","0.52","0.8200000000000001","0","0.1","0.08","0.49","0.8300000000000001","0.02","0.04","0.5700000000000001","0.72","0.8","0.52","0.25","0.67","0.26","0.85","0.37","0.58","0.96","0.41000000000000003","0.05","0.77","0.49","""1536130348""","204","204","204","0","204"
"1","26","50","0.35000000000000003","0.92","0.72","0.18","0.03","0.47000000000000003","0.34","0.53","0.75","0.6","0.58","0.6","0.11","0.33","0.58","0.85","0.68","0.52","0.2","0.6900000000000001","0.75","0.67","0.03","0.79","0.8300000000000001","0.97","0.9","0.99","0.3","0.75","0.47000000000000003","0.49","0.01","0.02","0.2","""820236309""","228","228","228","0","228"
"1","27","50","0.85","0.9400000000000001","0.7000000000000001","0.67","0.85","0.34","0.55","0.61","0.6","0.44","0.9400000000000001","0.29","0.93","0.72","0.36","0.71","0.49","0.71","0.37","0.53","0.54","0.28","0.9500000000000001","0.28","0.33","0.26","0.04","0.23","0.06","0.78","0.15","0.6","0.19","0.56","0.37","""-1823055187""","204","204","204","0","204"
"1","28","50","0.64","0.71","0.22","0.6","0.22","0.19","0.99","0.71","0.86","0.72","0.9","0.9","0.34","0.19","0.76","0.56","0.61","0.26","0.08","0.18","0.8300000000000001","0.47000000000000003","0.8300000000000001","0.4","0.27","0.9","0.47000000000000003","0.37","0.34","0.07","0.56","0.8300000000000001","0.8300000000000001","1","0.52","""1321817717""","204","204","204","0","204"
"1","29","50","0.61","0","0.79","0.91","0.76","0.7000000000000001","0.03","0.53","0.32","0.11","0.52","0.47000000000000003","0.52","0.48","0.65","0.51","0.74","0.9400000000000001","0.79","0.12","0.76","0.09","0.24","0.9400000000000001","0.89","0.04","0.76","0.8","0.64","0.73","0.52","0.11","0.17","0.14","0.47000000000000003","""771820442""","226","226","226","0","226"
"1","30","50","0.31","0.06","0.49","0.78","0.65","0.18","0.8200000000000001","0.51","0.9","0.59","0.79","0.86","0.65","0.28","0.9400000000000001","0.79","0.9","0.14","0.68","0.76","0.7000000000000001","0.13","0.9400000000000001","0.86","0.3","0.9","0.56","0.02","0.63","0.02","0.74","0.67","0.03","0.5","0.89","""-910429955""","204","204","204","0","204"
"1","31","50","0.47000000000000003","0.23","0.79","0.33","0.37","0.75","0.15","0.29","0.04","0.46","0.14","0.44","0.76","0.75","0.33","0.49","0.1","0.17","0.19","0","0.09","0.96","0.53","0.28","0.5700000000000001","0.58","0.88","0.93","0.27","0.16","0.37","0.92","0.74","0.32","0.66","""-54200508""","204","204","204","0","204"
"1","32","50","0.6","0.16","0.22","0.01","0.06","0.93","0.22","0.26","0.07","0.52","0.56","0.97","0.55","0.26","0.58","0.34","0.42","0.49","0.92","0.65","0.51","0.07","0.87","0.98","0.29","0.65","0.71","0.04","0.75","0.84","0.22","0.8200000000000001","0.11","0.89","0.14","""1639602203""","204","204","204","0","204"
"1","33","50","0.42","0.86","0.56","0.07","0.79","0","0.68","0.56","0.48","0.33","0.76","0.67","0.91","0.62","0.45","0.8300000000000001","0.5","0.34","0.11","0.09","0.44","0.6","0","0.33","0.8","0.9","0.52","0.17","0.34","0.37","0.9500000000000001","0.16","0.41000000000000003","0.29","0.19","""1999089781""","204","204","204","0","204"
"1","34","50","0.21","0.11","0.85","0.5","0.91","0.2","0.25","0.64","0.34","0.56","0.7000000000000001","0.81","0.42","0.67","0.79","0.2","0.62","0.31","0.97","0.3","0.45","0.71","0.24","0.39","0.56","0.88","0.6","0.79","0.67","0.71","0","0.66","0.36","0.11","0.5700000000000001","""-1942464649""","204","204","204","0","204"
"1","35","50","0.43","0.88","0.3","0.27","0.97","0.73","1","0.44","0.66","0","0.92","0.3","0.47000000000000003","0.36","0.01","0.56","0.35000000000000003","0.28","0.3","0.96","0.4","0.03","0.75","0.62","0.3","0.91","0.48","0.75","0.5700000000000001","0.06","0.86","0.41000000000000003","0.3","0.8200000000000001","0.37","""-945066058""","236","236","236","0","236"
"1","36","50","0.3","0.43","0.58","0.8","0.17","0.04","0.68","0.96","0.67","0.86","0.6900000000000001","0.22","0.6900000000000001","0.68","0.75","0.43","0.13","0.9400000000000001","0.47000000000000003","0.12","0.01","0.78","0.75","0.64","0.85","0.5700000000000001","0.01","0.34","0.84","0.9","0.14","0.71","0.45","0.64","0.48","""-40597294""","204","204","204","0","204"
"1","37","50","0.37","0.72","0.05","0.93","0.9500000000000001","0.16","0.25","0.28","0.79","0.44","0.9400000000000001","0.4","0.9","0.76","0.34","0.61","0.64","0.88","0.9400000000000001","0.3","0.11","0.35000000000000003","0.36","0.9500000000000001","0.22","0.36","0.8","0.79","0.37","0.24","0.67","0.76","0.75","0.04","0.2","""-1653051500""","212","212","212","0","212"
"1","38","50","0.07","0.97","0.6","0.52","0.86","0.89","0.5","0.21","0","0.02","0.34","0.35000000000000003","0.37","0.27","0.51","0.34","0.91","0.56","0.63","0.26","0.26","0.38","0.16","0.02","0.35000000000000003","0.9400000000000001","0.54","0.12","0.02","0","0.78","0.53","0.16","0.41000000000000003","0.07","""283667309""","233","233","233","0","233"
"1","39","50","0.41000000000000003","0.72","0.92","0.81","0.74","0.29","0.41000000000000003","0.23","0.89","0.93","0.96","0.9400000000000001","0.91","0.84","0.05","0.18","0.36","0.84","0.25","0.96","0.51","0.7000000000000001","0.01","0.67","0.81","0.93","0.92","0.1","0.11","0.25","0.07","0.68","0.65","0.75","0.37","""-1353184944""","204","204","204","0","204"
"1","40","50","0.3","0.28","0.76","0.48","0.71","0.6","0.22","0.73","0.07","0.63","0.71","0.42","0.27","0.22","0.79","0.5700000000000001","0.26","0.79","0.37","0.39","0.75","0.71","0.11","0.66","0.26","0.45","0.25","0.26","0.04","0.44","0.6","0.97","1","0.07","0.42","""1362050115""","242","242","242","0","242"
"1","41","50","0.81","0.27","0.64","0.16","0.19","0.79","0.86","0.49","0.04","0.4","0.26","0.73","0.56","0.85","1","0.46","0.64","0.01","0.17","0.04","0.8200000000000001","0.64","0.71","0.54","0.53","0.75","0.96","0.27","0.79","0.62","0.19","0.65","0.36","0.75","0.67","""24883850""","204","204","204","0","204"
"1","42","50","0.45","0.65","0.66","0.22","0","0.68","0.02","0.9400000000000001","0.32","0.08","0.43","0.75","0.06","0.31","0.71","0.14","0.78","0.19","0.36","0.87","0.67","0.61","0.61","0.8","0.85","0.9500000000000001","0.09","0.4","0.25","0.9","0.36","0.73","0.67","0.48","0.41000000000000003","""1666080923""","204","204","204","0","204"
"1","43","50","0.98","0.16","0.91","0.03","0.37","0.04","0.97","0.04","0.54","0.64","0.93","0.73","0.64","0.8","0.61","0.24","0.5","0.64","0.71","0.81","0.81","0.55","0.25","0.34","0.34","0.13","0.84","0.23","0.12","0.98","0.2","0.6900000000000001","0.03","0.25","0.92","""-1718671535""","204","204","204","0","204"
"1","44","50","0.98","0.6","0.5700000000000001","0.76","0.86","0.96","0.9500000000000001","0.5","0.26","0.23","0.04","0.41000000000000003","0.79","0.77","0.45","0.97","0.79","0.56","0.54","0.29","0.34","0.71","0.56","0.34","0.9500000000000001","0.49","0.3","0.76","0.26","0.15","0.85","0.49","0.59","0.61","0.64","""-1401703858""","204","204","204","0","204"
"1","45","50","0.62","0.52","0.58","0.96","0.59","0.52","0.29","0.9400000000000001","0.9400000000000001","0.47000000000000003","0.32","0.42","0.91","0.11","0.6900000000000001","0.24","0.8200000000000001","0.13","0.08","0.6900000000000001","0.9400000000000001","0.74","0.45","0.35000000000000003","0.5700000000000001","0.3","0.18","0.14","0.39","0.61","0.22","0.41000000000000003","0.19","0.32","0.11","""-152758583""","204","204","204","0","204"
"1","46","50","0.97","0.8300000000000001","0.04","0.64","0.43","0.33","0.79","0.08","0.26","0.76","0.37","0.75","0.29","0.79","0.17","0.8200000000000001","0.98","0.97","1","0.09","0.01","0.64","0.59","0.44","0.8300000000000001","0.53","0","0.79","0.03","0.53","0.6","0.7000000000000001","0.67","0.58","0.6900000000000001","""1377107235""","204","204","204","0","204"
"1","47","50","0.04","0.34","0.56","0.79","0.9400000000000001","0.3","0.22","0.81","0.71","0.9","0.9400000000000001","0.49","0.04","0.15","0.54","0.97","0.06","0.16","0.89","0.06","0.92","0.49","0.6","0.3","0.21","0.26","0.47000000000000003","0.35000000000000003","0.33","0.35000000000000003","0.52","1","0.15","0.51","0.67","""-264753140""","204","204","204","0","204"
"1","48","50","0.55","0.93","0.06","0.49","0.65","0.5","0.1","0.33","0.1","0.9400000000000001","0.6","0","0.23","0.11","0.26","0.37","0.1","0.05","0.8300000000000001","0.23","0.79","0.3","0.41000000000000003","0.5","0.79","0.27","0.1","0.13","0.8","0.16","0.29","0.99","0.01","0.9","0.11","""-764905579""","221","221","221","0","221"
"1","49","50","0.97","0.37","0.47000000000000003","0.1","0","0.26","0.6900000000000001","0.61","0.5","0.72","0.66","0.96","0.11","0.36","0.71","0.84","0.2","0.17","0.12","0.97","0.84","0.9500000000000001","0.58","0.21","0.2","0.05","0.8300000000000001","0.38","0.08","0.11","0.92","0.11","0.2","0.67","0.74","""-131732323""","204","204","204","0","204"
"1","50","50","0.35000000000000003","0.41000000000000003","0.93","0.31","0.88","0.16","0.72","0.34","0.8","0.75","0.92","0.92","0.22","0.1","0.04","0.4","0.45","0.13","0.67","0.75","0.71","0.44","0.26","0.9400000000000001","0.96","0.42","0.9","0.62","0.71","0.04","0.6900000000000001","0","0.87","0.85","0.15","""-1856167459""","204","204","204","0","204"
"1","51","100","0.11","0.79","0.54","0.63","0.33","0.62","0.85","0.16","0.25","0.22","0.28","0.21","0.85","0.05","0.65","0.67","0.48","0.64","0.75","0.3","0.97","0.36","0.45","0.59","0","0.44","0.74","0.6","0.14","0.89","0.97","0.72","0.22","0.86","0.9400000000000001","""-1915480059""","203","203","203","0","203"
"1","52","100","0.64","0.16","0.87","0.04","0.86","0.67","0.36","0.71","0.88","0.26","0.46","0.41000000000000003","0.34","0.37","0.7000000000000001","0.4","0.15","0.47000000000000003","0.46","0.41000000000000003","0.87","0.21","0.38","0.51","0.7000000000000001","0.67","0.15","0.9400000000000001","0.21","0.37","0.63","0","0.41000000000000003","0.44","0.48","""-154595947""","204","204","204","0","204"
"1","53","100","0.59","0.41000000000000003","0.06","0.17","0.48","0","0.72","0.34","0.8","0.75","0.92","0.92","0.22","0.1","0.04","0.43","0.45","0.1","0.67","0.75","0.71","0.44","0.26","0.9400000000000001","0.96","0.42","0.9","0.62","0.71","0.04","0.6900000000000001","0","0.87","0.86","0.15","""205461413""","204","204","204","0","204"
"1","54","100","0.35000000000000003","0.41000000000000003","0.93","0.31","0.88","0.47000000000000003","0.41000000000000003","0.37","0.21","0.77","0.2","0.01","0.41000000000000003","0.01","0.89","0.63","0.86","0.85","0.67","0.52","0.9500000000000001","0.21","0.98","0.68","0.9400000000000001","0.18","0.33","0.29","0.75","0.58","0.79","0.26","0.8","0.88","0.16","""-1112358607""","204","204","204","0","204"
"1","55","100","0.63","0.72","0.6900000000000001","0.84","0.39","0.48","0.89","0.9400000000000001","0.98","0.63","0.8","0.52","0.8200000000000001","0","0.1","0.07","0.49","0.8300000000000001","0.02","0.04","0.65","0.72","0.8","0.52","0.25","0.86","0.26","0.85","0.37","0.61","0.96","0.73","0.35000000000000003","0.26","0.8300000000000001","""-201558908""","204","204","204","0","204"
"1","56","100","0.37","0.13","0.07","0.8300000000000001","0.96","0.26","0.49","0.08","0.8300000000000001","0.15","0.92","0.16","0.67","0.97","0.22","0.46","0.8200000000000001","0.36","0.75","0.35000000000000003","0.41000000000000003","0.39","0.49","0.31","0.44","0.15","0.3","0.96","0.56","0.44","1","0.42","0.05","0.77","0.49","""-1894839430""","204","204","204","0","204"
"1","57","100","0.04","0.34","0.56","0.79","0.01","0.3","0.84","0.16","0.25","0.22","0.35000000000000003","0.21","0.85","0.27","0.65","0.67","0.48","0.64","0.75","0.14","0.97","0.36","0.45","0.56","0.31","0.44","0.74","0.6","0.22","0.45","0.63","0","0.41000000000000003","0.44","0.48","""-198595262""","204","204","204","0","204"
"1","58","100","0.11","0.79","0.54","0.63","0.33","0.62","0.19","0.46","0.71","0.9","0.01","0.49","0.04","0.15","0.54","0.97","0.75","0.16","0.88","0.07","0.92","0.49","0.6","0.26","0.15","0.26","0.47000000000000003","0.6","0.33","0.35000000000000003","0.52","1","0.15","0.51","0.67","""-1050651199""","204","204","204","0","204"
"1","59","100","0.81","0.27","0.64","0.16","0.3","0.79","0.86","0.3","0.04","0.23","0.3","0.73","0.56","0.85","1","0.33","0.73","0.01","0.92","0.65","0.48","0.07","0.87","0.98","0.29","0.65","0.71","0.04","0.75","0.84","0.22","0.8200000000000001","0.11","0.89","0.14","""170311252""","204","204","204","0","204"
"1","60","100","0.6","0.16","0.22","0.01","0.3","0.93","0.22","0.26","0.07","0.52","0.56","0.97","0.55","0.26","0.58","0.34","0.42","0.62","0.17","0.04","0.8200000000000001","0.64","0.7000000000000001","0.53","0.54","0.64","0.97","0.27","0.9","0.62","0.19","0.65","0.52","0.84","0.67","""-415482446""","204","204","204","0","204"
"1","61","100","0.98","0.6","0.56","0.76","0.86","0.96","0.9500000000000001","0.5","0.51","0.99","0.09","0.43","0.07","0.65","0.29","0.91","0.1","0.3","0.72","0.63","0.9","0.15","0.37","0.41000000000000003","0.1","0.78","0.17","0.18","0.56","0.42","0.86","0.86","0.3","0.98","0.49","""-622574042""","204","204","204","0","204"
"1","62","100","0.43","0.49","0.87","0.27","0.71","0.59","0.46","0.41000000000000003","0.26","0.23","0.04","0.41000000000000003","0.79","0.77","0.45","0.97","0.79","0.56","0.54","0.29","0.34","0.71","0.56","0.34","0.9500000000000001","0.49","0.8200000000000001","0.76","0.26","0.64","0.84","0.49","0.59","0.61","0.64","""-141879904""","204","204","204","0","204"
"1","63","100","0.85","0.9400000000000001","0.7000000000000001","0.76","0.42","0.75","0.15","0.29","0.04","0.46","0.14","0.44","0.76","0.75","0.33","0.49","0.21","0.17","0.19","0","0.09","0.97","0.53","0.28","0.5700000000000001","0.58","0.04","0.93","0.27","0.16","0.37","0.8300000000000001","0.74","0.32","0.77","""2024775630""","204","204","204","0","204"
"1","64","100","0.47000000000000003","0.23","0.79","0.32","0.91","0.34","0.56","0.61","0.6","0.8300000000000001","0.9400000000000001","0.29","0.93","0.75","0.36","0.71","0.78","0.7000000000000001","0.37","0.1","0.06","0.28","0.96","0.99","0.33","0.26","0.04","0.23","0.06","0.78","0.15","0.6","0.19","0.56","0.37","""-501024709""","204","204","204","0","204"
"1","65","100","0.52","0.79","0.54","0.63","0.33","0.62","0.85","0.16","0.04","0.31","0.17","0.66","0.07","0.23","0.27","0.46","0.67","0.13","0.97","0.24","0.21","0.67","0.79","0.19","0.3","0.38","0.9400000000000001","0.03","0.22","0.38","0.64","0.79","0.64","0.64","0.9400000000000001","""1403621558""","204","204","204","0","204"
"1","66","100","0.9","0.37","0.15","0.66","0.41000000000000003","0.24","0.37","0.5","0.45","0.22","0.28","0.21","0.85","0.04","0.97","0.76","0.48","0.64","0.75","0.14","0.97","0.91","0.49","0.6","0","0.44","0.74","0.63","0.22","0.97","0.63","0","0.41000000000000003","0.44","0.48","""1796539167""","203","203","203","0","203"
"1","67","100","0.5","0.21","1","0.84","0.88","0.9400000000000001","0.29","0.97","0.48","0.77","0.25","0.46","0.56","0.6","0.9500000000000001","0.68","0.9","0.14","0.68","0.76","0.65","0.13","0.9400000000000001","0.86","0.3","0.85","0.56","0.02","0.63","0.01","0.74","0.67","0.03","0.5","0.89","""-1841658627""","204","204","204","0","204"
"1","68","100","0.31","0.06","0.49","0.78","0.65","0.18","0.8200000000000001","0.51","0.9","0.59","0.72","0.86","0.65","0.31","0.9400000000000001","0","0.37","0.77","0.65","0.46","0.66","0.12","0.66","0.77","0.6900000000000001","0.86","0.34","0.92","0.9400000000000001","0.41000000000000003","0.2","0.45","0.9400000000000001","0.14","0.46","""963474214""","204","204","204","0","204"
"1","69","100","0.78","0.79","0.05","0.58","0.9400000000000001","0.39","0.84","0.49","0.73","0.98","0.64","0.89","0.6","0.64","0.97","0.86","0.14","0.45","0.3","0.55","0.79","0.04","0.27","0.09","0.45","0.3","0.18","0.14","0.39","0.61","0.22","0.41000000000000003","0.3","0.32","0.11","""-414139804""","204","204","204","0","204"
"1","70","100","0.62","0.52","0.58","0.96","0.59","0.52","0.29","0.9400000000000001","0.9400000000000001","0.47000000000000003","0.32","0.42","0.91","0.52","0.6900000000000001","0.39","0.8200000000000001","0.13","0.15","0.6900000000000001","0.9400000000000001","0.74","0.45","0.35000000000000003","0.5700000000000001","0.52","0.71","0.67","0.09","0.59","0.25","0.24","0.72","0.39","0.19","""153560602""","204","204","204","0","204"
"1","71","100","0.47000000000000003","0.23","0.79","0.33","0.37","0.75","0.15","0.29","0","0.41000000000000003","0.14","0.44","0.8300000000000001","0.72","0.33","0.49","0.1","0.17","0.19","0","0.09","0.96","0.53","0.28","0.5700000000000001","0.5700000000000001","0.88","0.93","0.27","0.37","0.63","0","0.41000000000000003","0.44","0.48","""-829965506""","204","204","204","0","204"
"1","72","100","0.11","0.79","0.54","0.63","0.33","0.62","0.42","0.16","0.25","0.22","0.28","0.21","0.85","0.04","0.78","0.86","0.48","0.64","0.75","0.49","0.97","0.36","0.45","0.59","0","0.44","0.74","0.6","0.25","0.12","0.9","0.92","0.74","0.32","0.66","""1750108693""","203","203","203","0","203"
"1","73","100","0.31","0.78","0.4","0.7000000000000001","0.41000000000000003","0.2","0.11","0.14","0.42","0.11","0.8300000000000001","0.63","0.31","0.04","0.14","0.19","0.22","0.9500000000000001","0.6","0.32","0.36","0.05","0.26","0.05","0.49","0.67","0.85","0.21","0.88","0.35000000000000003","0.45","0.63","0.55","0.46","0.3","""76258105""","204","204","204","0","204"
"1","74","100","0.9400000000000001","0.06","0.49","0.78","0.65","0.18","0.81","0.51","0.98","0.59","0.79","0.9","0.78","0.28","0.9400000000000001","0.79","0.9","0.14","0.68","0.76","0.78","0.12","0.9400000000000001","0.86","0.3","0.9","0.71","0.02","0.63","0.02","0.74","0.11","0.03","0.5","0.38","""-467914349""","204","204","204","0","204"
