"search-number","evaluation","g1t1*","g2t1*","g3t1*","g4t1*","g5t1*","g6t1*","g7t1*","g1t2*","g2t2*","g3t2*","g4t2*","g5t2*","g6t2*","g7t2*","g1t3*","g2t3*","g3t3*","g4t3*","g5t3*","g6t3*","g7t3*","g1t4*","g2t4*","g3t4*","g4t4*","g5t4*","g6t4*","g7t4*","g1t5*","g2t5*","g3t5*","g4t5*","g5t5*","g6t5*","g7t5*","fitness","num-replicates","best-fitness-so-far"
"1","11","0.05","0.22","0.86","0.27","0.9","0.52","0.41000000000000003","0.18","0.06","0.27","0.24","0.8200000000000001","0.37","0.86","0.7000000000000001","0.19","0.86","0.22","0.76","0.6900000000000001","0.67","0.24","0.37","0.17","0.19","0.75","0.15","0.21","0.73","0.71","0.25","0.75","0.52","0.9500000000000001","0.66","291","1","223"
"1","12","0.75","0.86","0.71","0.79","0.48","0.8","0.03","0.77","0.75","0.35000000000000003","0.46","0.75","0.5","0.76","0.36","0.93","0.89","0.77","0.21","0.8200000000000001","0.12","0.03","0.16","0.07","0.44","0.49","0.42","0.66","0.37","0.36","0.07","0.74","0.56","0.19","0.02","291","1","223"
"1","13","0.03","0.19","0.09","0.9","0","0.31","0.8200000000000001","0.4","0.75","0.14","0.07","0.3","0.55","0.61","0.88","0.11","0.03","0.61","0.75","0.09","0.28","0.68","0.84","0.42","0.34","0.61","0.38","0.27","0.23","0.36","0.21","0.66","0.09","0.55","0.53","271","1","223"
"1","14","0.78","0.79","0.29","0.59","0.12","0.14","0.79","0.11","0.75","0.45","0.7000000000000001","0.75","0.66","0.5","0.91","0.67","0.22","0.68","0","0.05","0.9400000000000001","0.17","0.96","0.53","0.12","0.07","0.45","0.87","0.34","0.37","0.93","0.08","0.3","0.04","0.73","291","1","223"
"1","15","0.78","0.66","0.93","0.8200000000000001","0.97","0.37","1","0.31","0.71","0.05","0.26","0.12","0.52","0.48","0.28","0.75","0.42","0.63","0.15","0.72","0.67","0.84","0.22","0.07","0.18","0.18","0.65","0.14","0.25","0.07","0.19","0.85","0.26","0.66","0.09","291","1","223"
"1","16","0.15","0.39","1","0.76","0.27","0.23","0.8200000000000001","0.49","0.71","0.56","0.29","0.8","0.85","1","0.4","0.64","0.3","0.75","0.44","0.58","0.75","0.93","0.22","0.28","0.96","0.89","0.9400000000000001","0.41000000000000003","0.44","0.27","0.04","0.45","0.22","0.13","0.32","291","1","223"
"1","17","0.79","0.87","0.93","0.42","0.62","0.07","0.04","0.65","0.62","0.54","0.8200000000000001","0.87","0.51","0.59","0.36","0.04","0.41000000000000003","0.91","0.87","0.79","0.64","0.07","0.56","0.07","0.88","0.03","0.11","0.9400000000000001","0.93","1","0.44","0.49","0.04","0.26","0.91","291","1","223"
"1","18","0.4","0.46","0.33","0.22","0.13","0.4","0.48","0.42","0.15","0.52","0.74","0.89","0.9400000000000001","0.9500000000000001","0.67","0.49","0.19","0.56","0.75","0.97","0","0.79","0.61","0.8","0.49","0.3","0.89","0.11","0.5700000000000001","0.33","0.41000000000000003","0.56","0.08","0.64","0.71","291","1","223"
"1","19","0.26","0.96","0.1","0.07","0.1","0.61","0.18","0.42","0.34","0.38","0.07","0.9","0.86","0","0.15","0.68","0.52","0","0.46","0.49","0.04","0.1","0.26","0.55","0.04","0.1","0.31","0.9","0.14","0","0.6","0.6","0.56","0.01","0.93","279","1","223"
"1","20","0.56","0.38","0.41000000000000003","0.38","0.85","0.58","0.45","0.17","0.76","0.25","0.08","0.51","0.84","0.66","0.63","0.38","0.75","0.15","0.25","0.49","0.8300000000000001","0.38","0.54","0.75","0.66","0.17","0.28","0.42","0.11","0.34","0.76","0.75","0.07","0.28","0.78","291","1","223"
"1","21","0.78","0.34","0.86","0.52","0.37","0.24","0.9","0.93","0.17","0.64","0.35000000000000003","0.21","0.1","0.93","0.59","0.26","0","0.9400000000000001","0.62","0.75","0.74","0.47000000000000003","0.41000000000000003","0.86","0.04","0.47000000000000003","0.64","0.5","0.43","0.35000000000000003","0.4","0.79","0.42","0.9","0.56","291","1","223"
"1","22","0.89","0.41000000000000003","0.54","0.07","0.92","0.6","0.35000000000000003","0.45","0.11","0.3","0.24","0.17","0.54","0.53","0.51","0.63","0.1","0.9500000000000001","0.56","0","0.85","0.2","0.51","0.21","0.25","0.32","0.97","0.3","0.76","0.74","0.68","0.22","0.87","0.78","0.05","291","1","223"
"1","23","0.9","0.22","0.92","0.22","0.6900000000000001","0.75","0.09","0.48","0.81","0.31","0.74","0.2","0.84","0.22","0.8","0.17","0.8200000000000001","0.52","0.8200000000000001","0.06","0.72","0.62","1","0.8200000000000001","0.45","0.47000000000000003","0.2","0.87","0.15","0.71","0.04","0.49","0.09","0.21","0.86","291","1","223"
"1","24","0.97","0.67","0.97","0.9500000000000001","0.3","0.79","0.8","0.26","0.89","0.91","0.92","0.38","0.8300000000000001","0.32","0.64","0.56","0.24","0.11","0.8300000000000001","0.33","0.9400000000000001","0.8200000000000001","0.23","0.98","0.13","0.58","0.6","0.79","0.49","0.74","0.52","0.39","0.63","0.59","0.79","291","1","223"
"1","25","0.97","0.71","0.18","0.8200000000000001","0.64","0.99","0.22","0.06","0.27","0.43","0.91","0.5700000000000001","0.26","0.8300000000000001","0.6","0.9","0.41000000000000003","0.2","0.8200000000000001","0.72","0.93","0.55","0.64","0.6","0.39","0.24","0.53","0.64","0.52","0.89","0.29","0.97","0.66","0.22","0.72","291","1","223"
"1","26","0.5700000000000001","0.34","0.44","0.85","0.45","0.84","0.45","0.65","0.28","0.51","0.9500000000000001","0.62","0.52","0.3","0.49","0","0.67","0.6900000000000001","0.85","0.58","0.74","0.73","0.14","0.37","0.3","0.21","0.56","0.67","0.98","0.05","0.22","0.34","0.21","0.12","0.99","291","1","223"
"1","27","0.22","0.02","0.49","0.9","0.75","0.84","0.47000000000000003","0.42","0.03","0.75","0.59","1","0.9","0.6","0.84","0.07","0.99","0.5700000000000001","0.25","0.56","0.45","0.35000000000000003","0.81","0.07","0.92","0.71","0.49","0.99","0.48","0.28","0.51","0.2","0.56","0.37","0.8300000000000001","322","1","223"
"1","28","0.48","0.45","0.9","0.86","0.98","0.76","0.5700000000000001","0.78","0.8300000000000001","0.41000000000000003","0.56","0.9400000000000001","0.45","0.76","0.8300000000000001","0","0.48","0.96","0.5","0.51","0.33","0.52","0.37","0.59","0.13","0.96","0.24","0.2","0.6900000000000001","0.85","0.19","0.01","0.07","0.35000000000000003","0.9400000000000001","291","1","223"
"1","29","0.11","0.17","0.45","0.29","0.71","0.01","0.74","0.9","0.97","0.37","0.68","0.92","0.9400000000000001","0.16","0.96","0.64","0.9400000000000001","0.64","0.15","0.19","0.45","0.3","0.7000000000000001","0.22","0.37","0.43","0.17","0.59","0.99","0.41000000000000003","0.25","0.11","0.51","0.41000000000000003","0.9","291","1","223"
"1","30","0.37","0.8200000000000001","0.47000000000000003","0.62","0.11","0.62","0.05","0.47000000000000003","0.25","0.44","0.79","0.76","0.71","0.44","0.11","0.04","0.64","0.9400000000000001","0.15","0.25","0.72","0.54","0.09","0.58","0.21","0.86","0.31","0.56","0.43","0.99","0.2","0.15","0.04","0.31","0.76","291","1","223"
"1","31","0.75","0.86","0.13","0.22","0.36","0.22","0.86","0.22","0.59","0.2","0.3","0.67","0.03","0.4","0.79","0.74","0.07","0.25","0.43","0.74","0.5","0.31","0.11","0.9","0.07","0.78","0.5700000000000001","0.38","0","0.97","0.04","0.03","0.26","0.9400000000000001","0.01","291","1","223"
"1","32","0.41000000000000003","0.67","0.77","0.46","0.86","0.22","0.28","0.75","0.26","0.78","0.19","0.56","0.9400000000000001","0.26","0.32","0.01","0.15","0.6","0.93","0.19","1","0.87","0.03","0.76","0.63","0.37","0.72","0.8200000000000001","0.36","0.81","0.3","0.86","0.64","0.42","0.78","291","1","223"
"1","33","0.33","0.13","0.74","0.2","0","0.76","0.9","0.3","0.89","0.72","0.44","0.65","0.49","0.54","0.75","0.64","0.91","0.88","0.74","0.06","0.3","0.81","0.75","0.67","0.31","0.2","0.11","0.53","0.14","0.56","0.36","0.18","0.59","0.32","0.6","291","1","223"
"1","34","0.51","0.51","0.34","0.5700000000000001","0.5","0.27","0.63","0.84","0.84","0.37","0.9","0.03","0.28","0.52","0.92","0.7000000000000001","0.5700000000000001","0.16","0.11","0.33","0.65","0.47000000000000003","0.96","0.51","0.59","0.48","0.86","0.05","0","0.87","0.22","0.6","0.15","0.79","0.79","291","1","223"
"1","35","0.58","0.6900000000000001","0.17","0.26","0.81","0.42","0.9400000000000001","0.28","0.06","0.56","0.72","0.75","0.44","0.64","0.68","0.24","0.99","0.52","0.07","0.01","0.22","0.47000000000000003","0.49","0.35000000000000003","0.99","1","0.97","0.67","0.96","0.79","0.46","0.45","0.31","0.17","0.2","291","1","223"
"1","36","0.72","0.07","0.3","0.04","0.4","0.75","1","0.02","0.79","0.87","0.6","0.71","0.27","0.41000000000000003","0.3","0.65","0.75","0.72","0.49","0.25","0.32","0.79","0.8200000000000001","0.25","0.47000000000000003","0.86","0.19","0.76","0.8200000000000001","0.65","0.97","0.98","0.93","0.93","0.18","284","1","223"
"1","37","0.07","0.9","0.31","0.79","0.89","0.07","0.25","0.7000000000000001","0.84","0.78","0.49","0.44","0.04","0.01","0.9","0.55","0.32","0.11","0.87","0.44","0.9","0.35000000000000003","0.45","0.22","0.3","0.56","0.47000000000000003","0.52","0.18","0.15","0.43","0.9400000000000001","0.63","0.97","0.79","291","1","223"
"1","38","0.03","0.37","0.64","0.43","0.9","0.52","0.42","0.45","0.38","0.43","0.43","0.38","0.89","0.49","0.9500000000000001","0.25","0.04","0.44","0.65","0.41000000000000003","0.75","0.38","0.75","0.21","0.9","0.79","0.09","0.78","0.64","0.8","1","0.87","0.14","0.14","0.26","271","1","223"
"1","39","0.91","0.54","0.9500000000000001","0.45","0.93","0.26","0.22","0.07","0.8","0.47000000000000003","0.47000000000000003","0.99","0","0.15","0","0.71","0.52","0.75","1","0.97","0.75","0.56","0.91","0.85","0.07","0.05","0.48","0.32","0.6900000000000001","0.77","0.38","0.04","0.6","0.19","0.8200000000000001","291","1","223"
"1","40","0.72","0.14","0.11","0.75","0.11","0.04","0.11","0.11","0.66","0.63","0.84","0.47000000000000003","0.72","0.34","0.09","0.02","0.09","0.48","0.8","0.9","0.8300000000000001","0.07","0.65","0.11","0.26","0.78","0.64","0.62","0.68","0.46","0.18","0.29","0.52","0.32","0.37","291","1","223"
"1","41","0.19","0.44","0.23","0.26","0.29","0.71","0.75","0.37","0.73","0.02","0.78","0.15","0.76","0.07","0.12","0.08","0.38","0.63","0.5700000000000001","0.36","0.2","0.68","0.08","0.38","0.89","0.34","0.34","0.07","0.15","0.42","0.63","0.09","0.32","0.86","0.21","286","1","223"
"1","42","0.67","0","0.18","0.36","0.24","0.52","0.34","0.04","0.71","0.84","0.54","0.8300000000000001","0.6","0.55","0.6","0.3","0.45","0.09","0.46","0.27","0.9500000000000001","0.11","0.55","0.41000000000000003","0.18","0.29","0.36","0.06","0.47000000000000003","0.8","0.75","0.02","0.55","0.64","0.16","316","1","223"
"1","43","0.39","0.73","0.58","0.63","0.52","0.76","0.79","0.6","0.23","0.22","0.47000000000000003","0.8200000000000001","0.11","0.11","0.49","0.87","0.93","0.17","0.8200000000000001","0.14","0.53","0.6","0.74","0.16","0.02","0.52","0.62","0.93","0.08","0.76","0.35000000000000003","0.76","0.37","0.23","0.04","291","1","223"
"1","44","0.88","0.45","0.77","0.76","0.67","0.55","0.75","0.26","0.18","0.34","0.74","0.71","0.39","0.64","0.87","0.22","0.47000000000000003","0.15","0.72","0.42","0.78","0.62","0.74","0.56","0.8","0.33","0.32","0.64","0.29","0.28","0.64","0.17","0.52","0.37","0.54","291","1","223"
"1","45","0.97","0.08","0.7000000000000001","0.02","0.64","0.02","0.96","0.67","0.71","0.21","0.64","0.11","0.26","0.72","0.6","0.75","0.65","0.26","0.71","0.34","0.22","0.56","0.3","0.33","0.5","0.51","0.49","0.86","0.3","0.75","0.45","0.15","0","0.51","0.6900000000000001","376","1","223"
"1","46","0.52","0.97","0.28","0.45","0.43","0.88","0.3","0.76","0.86","0.18","0.46","0.05","0.05","0.76","0.87","0.08","0.6","0.26","0.26","0.58","0.45","0.22","0.63","0.11","0.51","0.56","0.66","0.97","0.53","0.2","0.03","0.07","0.8200000000000001","0.84","0.89","291","1","223"
"1","47","0.45","0.53","0.34","0.71","0.64","0.56","0.75","0.43","0.92","0.21","0.55","0.34","0.07","0.23","0.56","0.9","0.07","0.9400000000000001","0.41000000000000003","0.41000000000000003","0.24","0.23","0.27","0.89","0.27","0.53","0.58","0.9","0.79","0.2","0.9","0.75","0.5","0.56","0.79","291","1","223"
"1","48","0.31","0.29","0","0","0.74","0.62","0.26","0.9","0.64","0.07","0.18","0.51","0.16","0.07","0.48","0.19","0.98","0.93","0.15","0.46","0.1","0.42","0.08","0.32","0.19","0.03","0.91","0.18","0.01","0.24","0.52","0.99","0.96","0.6900000000000001","0.11","312","1","223"
"1","49","0.9400000000000001","0.67","0.21","0.05","0.85","0","0.66","0.4","0.07","0.8200000000000001","0.19","0.04","0.07","0.41000000000000003","0.62","0.66","1","0.9400000000000001","0.86","0.52","0.76","0.04","0.64","0.67","0.49","0.26","0.53","0.52","0.56","0.97","0.04","0.8200000000000001","0.53","0.3","0.36","291","1","223"
"1","50","0.52","0.63","0.73","0.89","0.42","0.21","0.2","0.99","0.6","0.79","0.37","0.91","0.38","0.8200000000000001","0.7000000000000001","0.2","0.56","0.56","0.33","0.93","0.17","0.19","0.63","0.19","0.17","0.59","0.49","0.96","0.72","0.46","0.14","0.1","0.56","0.88","0.04","291","1","223"
"1","51","0.72","0.07","0.3","0.07","0.4","0.75","1","0.02","0.79","0.87","0.6","0.71","0.27","0.41000000000000003","0.26","0.65","0.7000000000000001","0.72","0.49","0.25","0.32","0.79","0.67","0.2","0.25","0.32","0.97","0.3","0.76","0.74","0.68","0.22","0.87","0.79","0.05","284","1","223"
"1","52","0.38","0.41000000000000003","0.54","0.07","0.92","0.6","0.35000000000000003","0.45","0.11","0.8200000000000001","0.24","0.18","0.54","0.5","0.51","0.6","0.1","0.9500000000000001","0.56","0.04","0.85","0.27","0.04","0.25","0.32","0.86","0.19","0.76","0.8200000000000001","0.65","0.41000000000000003","0.97","0.93","0.8200000000000001","0.18","291","1","223"
"1","53","0.3","0.36","0.5","0.79","0.84","0.75","0.84","0.72","0.16","0.56","0.06","0.15","0.47000000000000003","0.75","0.15","0.02","0.09","0.48","0.8","0.9","0.8300000000000001","0.07","0.62","0.11","0.26","0.78","0.64","0.61","0.68","0.46","0.18","0.29","0.52","0.32","0.37","291","1","223"
"1","54","0.72","0.15","0.11","0.56","0.11","0.04","0.11","0.11","0.66","0.55","0.84","0.32","0.72","0.34","0.9400000000000001","0.64","0.9","0.41000000000000003","0.11","0.76","0.13","0.62","0.34","0.68","0.58","0.67","0.77","0.29","0.51","0.91","0.41000000000000003","0.03","0.53","0.52","0.52","291","1","223"
"1","55","0.24","0.02","0.46","0.61","0.97","0.39","0.67","0.91","0.27","0","0.45","0.17","0.11","0.33","0.5700000000000001","0.9","0.88","0.53","0.45","0.12","0.18","0.62","0.75","0.85","0.34","0.56","0.47000000000000003","0.56","0.45","0.15","0.52","0.9400000000000001","0.63","0.97","0.79","223","1","223"
"1","56","0.07","0.9","0.31","0.79","0.89","0.07","0.37","0.7000000000000001","0.84","0.78","0.77","0.44","0.04","0.02","0.85","0.55","0.32","0.11","0.87","0.44","0.9","0.35000000000000003","0.45","0.22","0.13","0.5700000000000001","0.8200000000000001","0.66","0.61","0.88","0.28","0.5","0.6900000000000001","0.37","0.32","291","1","223"
"1","57","0.72","0.07","0.3","0.07","0.4","0.75","1","0.02","0.79","0.87","0.6","0.71","0.27","0.41000000000000003","0.3","0.65","0.75","0.71","0.49","0.38","0.31","0.79","0.8200000000000001","0.77","0.63","0.37","0.74","0.8200000000000001","0.36","0.81","0.3","0.86","0.64","0.42","0.78","284","1","223"
"1","58","0.41000000000000003","0.67","0.78","0.46","0.86","0.22","0.28","0.75","0.1","0.78","0.44","0.63","0.9400000000000001","0.26","0.32","0.01","0.15","0.6","0.93","0.19","1","0.87","0.03","0.07","0.47000000000000003","0.64","0.19","0.76","0.8200000000000001","0.65","0.97","0.98","0.93","0.34","0.18","291","1","223"
"1","59","0.03","0.19","0.09","0.9","0","0.31","0.67","0.91","0.05","0.19","0.45","0.15","0.87","0.33","0.54","0.9","0.91","0.53","0.22","0.12","0.18","0.33","0.39","0","0.14","0.5700000000000001","0.86","0.66","0.61","0.96","0.28","0.49","0.6900000000000001","0.37","0.63","271","1","223"
"1","60","0.24","0.61","0.46","0.61","0.97","0.24","0.8200000000000001","0.41000000000000003","0.75","0.14","0.07","0.49","0.55","0.61","0.88","0.11","0.03","0.61","0.75","0.54","0.28","0.68","0.43","0.42","0.34","0.61","0.38","0.27","0.23","0.44","0.21","0.66","0.09","0.55","0.53","291","1","223"
"1","61","0.4","0.46","0.33","0.22","0.13","0.4","0.48","0.42","0.04","0.52","0.74","0.89","0.9400000000000001","0.9500000000000001","0.67","0.66","1","0.53","0.09","0.12","0.29","0.33","0.75","0.85","0.14","0.5700000000000001","0.8200000000000001","0.66","0.61","0.88","0.28","0.53","0.6900000000000001","0.37","0.63","291","1","223"
"1","62","0.24","0.02","0.46","0.58","0.97","0.32","0.11","0.91","0.05","0","0.45","0.04","0.87","0.33","0.5700000000000001","0.49","0.19","0.56","0.75","0.71","0.62","0.79","0.02","0.67","0.49","0.3","0.9400000000000001","0.11","0.5700000000000001","0.33","0.41000000000000003","0.56","0.08","0.64","0.75","223","1","223"
"1","63","0.24","0.02","0.46","0.61","0.41000000000000003","0.39","0.67","0.91","0.05","0","0.45","0.22","0.87","0.33","0.5700000000000001","0.9","0.91","0.53","0.09","0.11","0.18","0.33","0.75","0.85","0.14","0.5700000000000001","0.8200000000000001","0.66","0.61","0.88","0.28","0.51","0.6900000000000001","0.37","0.9500000000000001","223","1","223"
"1","64","0.11","0.97","0.28","0.44","0.43","0.88","0.3","0.76","0.76","0.18","0.46","0.05","0.05","0.76","0.87","0.08","0.6","0.26","0.26","0.58","0.45","0.22","0.63","0.11","0.51","0.56","0.66","0.04","0.53","0.2","0.03","0.07","0.8200000000000001","0.84","0.5700000000000001","291","1","223"
"1","65","0.97","0.67","0.97","0.9500000000000001","0.98","0.79","0.8","0.29","0.71","0.05","0.37","0.12","0.52","0.48","0.28","0.75","0.42","0.63","0.86","0.72","0.67","0.84","0.22","0.07","0.18","0.17","0.65","0.14","0.22","0.04","0.19","0.85","0.25","0.66","0.09","291","1","223"
"1","66","0.64","0.66","0.93","0.8200000000000001","0.97","0.37","1","0.24","0.89","0.91","0.92","0.58","0.8300000000000001","0.32","0.64","0.52","0.24","0.11","0.8300000000000001","0.33","0.9400000000000001","1","0.23","0.98","0.13","0.58","0.6","0.79","0.9","0.85","0.52","0.56","0.63","0.59","0.79","291","1","223"
"1","67","0.38","0.13","0.74","0.11","0","0.76","0.9","0.3","0.89","0.72","0.44","0.65","0.49","0.54","0.75","0.64","0.9","0.88","0.74","0.06","0.3","0.81","0.79","0.67","0.31","0.2","0.11","0.53","0.14","0.56","0.36","0.97","0.66","0.98","0.18","291","1","223"
"1","68","0.73","0","0.3","0.25","0.4","0.75","1","0.02","0.79","0.87","0.6","0.71","0.27","0.41000000000000003","0.3","0.65","0.75","0.72","0.49","0.25","0.39","0.79","0.8200000000000001","0.25","0.47000000000000003","0.89","0.19","0.6","0.8200000000000001","0.62","0.97","0.45","0.59","0.31","0.59","316","1","223"
"1","69","0.78","0.66","0.93","0.8200000000000001","0.97","0.37","1","0.31","0.11","0.05","0.26","0.19","0.52","0.48","0.28","0.75","0.42","0.63","0.15","0.72","0.66","0.33","0.75","0.85","0.01","0.5700000000000001","0.8200000000000001","0.66","0.61","0.9500000000000001","0.28","0.5","0.6900000000000001","0.37","0.63","291","1","223"
"1","70","0.39","0.02","0.46","0.61","0.97","0.39","0.67","0.91","0.05","0","0.45","0.22","0.87","0.33","0.5700000000000001","0.9","0.84","0.58","0.09","0.12","0.18","0.84","0.22","0.04","0.18","0.18","0.62","0.14","0.25","0.07","0.19","0.85","0.26","0.66","0.09","223","1","223"
"1","71","0.07","0.9","0.31","0.79","0.89","0.07","0.25","0.75","0.84","0.73","0.49","0.44","0.04","0.9400000000000001","0.9","0.55","0.32","0.11","0.45","0.54","0.25","0.53","0.26","0.55","0.04","0.1","0.31","0.9","0.14","0","0.6","0.6","0.56","0.9400000000000001","0.93","291","1","223"
"1","72","0.26","0.96","0.1","0.07","0.13","0.61","0.18","0.42","0.34","0.38","0.07","0.93","0.86","0","0.15","0.68","0.52","0","0.11","0.43","0.9","0.35000000000000003","0.45","0.22","0.3","0.56","0.47000000000000003","0.52","0.18","0.15","0.44","0.9400000000000001","0.63","0.97","0.79","279","1","223"
"1","73","0.26","0.96","0.1","0.07","0.1","0.31","0.81","0.4","0.75","0.14","0.07","0.3","0.55","0.61","0.88","0.11","0.03","0.61","0.79","0.09","0.28","0.8200000000000001","0.87","0.21","0.34","0.58","0.38","0.27","0.23","0.36","0.2","0.66","0.09","0.55","0.53","291","1","223"
"1","74","0.02","0.16","0.08","0.98","0.01","0.61","0.18","0.42","0.34","0.38","0.07","0.9","0.86","0","0.15","0.59","0.52","0","0.46","0.49","0.04","0.1","0.26","0.55","0.04","0.1","0.31","0.9","0.01","0","0.6","0.6","0.56","0.9400000000000001","0.92","277","1","223"
"1","75","0.39","0.73","0.58","0.63","0.52","0.76","0.79","0.6","0.23","0.22","0.48","0.8200000000000001","0.11","0.11","0.49","0.87","0.9","0.16","0.8200000000000001","0.17","0.53","0.28","0.7000000000000001","0.22","0.37","0.43","0.17","0.59","0.86","0.41000000000000003","0.25","0.11","0.48","0.41000000000000003","0.9","291","1","223"
"1","76","0.11","0.17","0.45","0.29","0.71","0.01","0.74","0.98","0.97","0.37","0.68","0.92","0.9400000000000001","0.16","0.96","0.97","0.9400000000000001","0.64","0.15","0.19","0.45","0.62","0.74","0.16","0.02","0.53","0.62","0.93","0.08","0.76","0.35000000000000003","0.76","0.37","0.11","0.04","291","1","223"
"1","77","0.03","0.37","0.64","0.43","0.98","0.11","0.43","0.45","0.38","0.2","0.43","0.38","0.89","0.49","0.9500000000000001","0.25","0.04","0.44","0.9400000000000001","0.41000000000000003","0.75","0.41000000000000003","0.75","0.02","0.03","0.49","0.11","0.38","0.9400000000000001","0.4","0.37","0.37","0.22","0.67","0.46","271","1","223"
"1","78","0.38","0.67","0.79","0.28","0.36","0.08","0.99","0.55","0.22","0.31","0.27","0.49","0.06","0.45","0.55","0.71","0.8","0.5","0.75","0.9","0.25","0.64","0.45","0.21","0.9","0.79","0.09","0.78","0.64","0.8300000000000001","1","0.87","0.14","0.13","0.26","291","1","223"
"1","79","0.77","0.66","0.93","0.8200000000000001","0.97","0.37","0.8200000000000001","0.31","0.71","0.05","0","0.12","0.52","0.49","0.28","0.75","0.42","0.63","0.15","0.72","0.67","0.84","0.22","0.07","0.18","0.18","0.65","0.14","0.22","0.07","0.21","0.93","0.01","0.47000000000000003","0.01","216","1","216"
"1","80","0.91","0.36","0.3","0.55","0.19","0.62","0.93","0.93","0.8200000000000001","0.79","0.04","0.56","0.24","0.67","0.7000000000000001","0.75","0.79","0.36","0.8300000000000001","0.14","0.42","0.8200000000000001","0.53","0.4","0.09","0.6","0.01","0.71","0.01","0","0.9","0.74","0.26","0.66","0.09","291","1","216"
"1","81","0.45","0.53","0.34","0.71","0.65","0.11","0.75","0.43","0.92","0.21","0.55","0.34","0.07","0.23","0.56","0.9","0.56","0.9400000000000001","0.41000000000000003","0.41000000000000003","0.24","0.23","0.27","0.89","1","0.53","0.59","0.9","0.79","0.67","0.97","0.93","0.93","0.93","0.29","291","1","216"
