"search-number","evaluation","evals-requested-so-far","g1t1*","g2t1*","g3t1*","g4t1*","g5t1*","g6t1*","g7t1*","g1t2*","g2t2*","g3t2*","g4t2*","g5t2*","g6t2*","g7t2*","g1t3*","g2t3*","g3t3*","g4t3*","g5t3*","g6t3*","g7t3*","g1t4*","g2t4*","g3t4*","g4t4*","g5t4*","g6t4*","g7t4*","g1t5*","g2t5*","g3t5*","g4t5*","g5t5*","g6t5*","g7t5*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","11","50","0.53","0.52","0.28","0.79","0.06","0.91","0.89","0.64","0.51","0.1","0.66","0.88","0.99","0.68","0.2","0.07","0.98","0.62","0.44","0.24","0.54","0.8300000000000001","0.09","0.04","0.31","0.8","0.31","0.65","0.27","0.22","0.81","0.77","0.9500000000000001","0.6","0.6","""-1087639260""","418","418","418","0","418"
"1","12","50","0.68","0.75","0.44","0.64","0.17","0.9500000000000001","0.04","0.58","0.9400000000000001","0.52","0.75","0.73","0.64","0.3","0.51","0.56","0.56","0.47000000000000003","0.41000000000000003","0.8200000000000001","0.35000000000000003","0.03","0.59","0.43","0.67","0.5","0.64","0.37","0","0.75","0.32","0.27","0.49","0.02","0.31","""-1638545204""","418","418","418","0","418"
"1","13","50","0.72","0.22","0.3","0.26","0.46","0.54","0.97","0.64","0.09","0.73","0.51","0.9500000000000001","0.45","0.71","0.29","0.72","0.51","0.53","0.72","0.29","0.44","0.38","0.22","0.5","0.02","0.45","0.41000000000000003","0.27","0.03","0.07","0.45","0.56","0","0.35000000000000003","0.26","""-1655919448""","418","418","418","0","418"
"1","14","50","0.59","0.28","0.32","0.34","0.9400000000000001","0.7000000000000001","0.67","0.78","0.01","0.52","0.41000000000000003","0.44","0.53","0.9","0.87","0.26","0.36","0.12","0.74","0.15","0.05","0.72","0.38","0.89","0.22","0.34","0.19","0.26","0.66","0.9500000000000001","0.67","0.97","0.1","0.71","0.33","""-366580816""","418","418","418","0","418"
"1","15","50","0.42","0.37","0.3","0.9","0","0.16","0.17","0.29","0.05","0.02","0.56","0.55","0.22","0.9500000000000001","0.09","1","0.25","0.51","0.97","0","0.15","0.68","0.3","0.01","0.18","0.63","0.56","0.86","0.32","0.47000000000000003","0.35000000000000003","0.56","0.56","0.52","0.53","""287921228""","418","418","418","0","418"
"1","16","50","0.19","0.12","0.07","0.16","0.13","0.46","0.9","0.76","0.44","0.73","0.26","0.67","0.78","0.56","0.07","0.02","0.07","0.92","0.24","0.6","0.91","0.9","0.56","0.13","0.26","0.18","0.44","0.34","0.63","0.9400000000000001","0.37","0.35000000000000003","0.79","0.06","0.92","""1016169408""","418","418","418","0","418"
"1","17","50","0.28","0.64","0.11","0.87","0","0.85","0.63","0.26","0.4","0.54","0.25","0.13","0.88","0.92","0.38","0.56","0.53","0.11","0.81","0.34","0.27","0.79","0.15","0.3","0.03","0.41000000000000003","0.16","0.39","0.79","0.26","0.75","0.97","0","0.93","0.07","""1487775784""","418","418","418","0","418"
"1","18","50","0.3","0.66","0.76","0.4","0.37","0.6","0.71","0.15","0.04","0.76","0.52","0.77","0.3","0.8200000000000001","0.19","0.87","0.34","0.78","0.88","0.84","0.04","0.71","0.63","0.38","0.29","0.77","0.25","0.49","0.73","0.54","0.36","0.46","0.34","0.22","0.22","""1746666443""","418","418","418","0","418"
"1","19","50","0.6","0.9400000000000001","0.99","0.15","0.91","0.45","0.51","0.02","0.5","0.74","0.45","0.11","0.6900000000000001","0.5700000000000001","0.41000000000000003","0.91","0.45","0.46","0.91","0.63","0.41000000000000003","0.38","0.79","0.15","0","0.84","0.68","0.7000000000000001","0.02","0.85","0.53","0.24","0.06","0.51","0.99","""1400808834""","418","418","418","0","418"
"1","20","50","0.5700000000000001","0.85","0.79","0.08","0.26","0.72","0.92","0.67","0.41000000000000003","0.6","0.67","0.47000000000000003","0.68","0.97","0.37","0.87","0.27","0.04","0.85","0.31","0.79","0.19","0.86","0.88","0.34","0.8200000000000001","0.64","0.67","0.48","0.2","0.78","0.85","0","0.31","0.9","""1887877512""","418","418","418","0","418"
"1","21","50","0.62","0.5700000000000001","0.67","0.21","0.79","0.78","0.8300000000000001","0.32","0.56","0.49","0.19","0.33","0.96","0.52","0.64","0.5700000000000001","0.38","0.71","0.4","0.29","0.68","0.15","0.21","0.55","0.97","0.52","0.32","0.47000000000000003","0.6","0.9400000000000001","0.59","0.78","0.49","0.59","0.85","""-1628793871""","418","418","418","0","418"
"1","22","50","0.59","0.92","0.06","0.11","0.61","0.04","0.64","0.41000000000000003","0.92","0.42","0.79","0.34","0","0.49","0.84","0.68","0.6","0.44","0.8","0.52","0.97","0.65","0.9500000000000001","0.07","0.53","0","0.23","0.08","0","0.22","0.29","0.8","0.07","0.45","0.16","""2014790419""","418","418","418","0","418"
"1","23","50","0.27","0.71","0.72","0.67","0.3","0.29","0.35000000000000003","0.55","0.86","0.7000000000000001","0.28","0.34","0.14","0.81","0.7000000000000001","0.61","0.55","0.8200000000000001","0.91","0.07","0.52","0.14","0.93","0.22","0.85","0","0.64","0.78","0.32","0.04","0.04","0.71","0.04","0.47000000000000003","0.2","""1473939152""","418","418","418","0","418"
"1","24","50","0.19","0.1","0.3","0.51","0.2","0.96","0.42","0.19","0.81","0.64","0.56","0.37","0.5","0.45","0.7000000000000001","0","0.35000000000000003","0.11","0.46","0.89","0.44","0.8200000000000001","0.41000000000000003","0.05","0.21","0.85","0.8200000000000001","0.64","0.19","0.8200000000000001","0.78","0.08","0.13","0.61","0.49","""-27038666""","418","418","418","0","418"
"1","25","50","1","0.78","0.87","0.15","0.24","0.81","0.5700000000000001","0.06","0.5700000000000001","0.81","0.9","0.89","0.7000000000000001","0.68","0.22","0.43","0.09","0.88","0.27","0.33","0.01","0.8","0.61","0.7000000000000001","0.07","0.4","0.55","0.43","0.41000000000000003","0.86","0.48","0.8200000000000001","0.67","0.19","0.24","""116644065""","418","418","418","0","418"
"1","26","50","0.8200000000000001","0.34","0.9","0.96","0.1","0.26","0.8200000000000001","0.75","0.46","0.28","0.37","0.22","0.62","0.98","0.29","0.19","0.58","0.27","0.15","0.25","0.03","0.72","0.22","0.51","0.28","0.28","0.18","0.79","0.59","0.8","0.61","0.23","0.86","0.32","0.76","""279829495""","418","418","418","0","418"
"1","27","50","0.09","0.23","0.56","0.18","0.9400000000000001","0.7000000000000001","0.97","0.9400000000000001","0.73","0.11","0.41000000000000003","0.77","0.79","0.13","0.86","0.46","0.9400000000000001","0.44","0.81","0.47000000000000003","0.66","0.41000000000000003","0.77","0.21","0.24","0.35000000000000003","0.49","0.88","0.9500000000000001","0.63","0.67","0.87","0.31","0.19","0","""47893934""","418","418","418","0","418"
"1","28","50","0.3","0.79","0.31","0.74","0","0.61","0.05","0.3","0.97","0.18","0.8200000000000001","0.8200000000000001","0.8300000000000001","0.67","0.02","0.27","0.52","0.2","0.25","0.79","0.25","0.26","0.1","0.05","0.56","0.22","0.23","0.84","0.98","0.75","0.92","0.29","0.7000000000000001","0.9400000000000001","0.75","""1520018598""","418","418","418","0","418"
"1","29","50","0.11","0.34","0.03","0.98","0.78","0.67","0.11","0.39","0.07","0.51","0.34","0.07","0.11","0.53","0.17","0.17","0.11","0.04","0.3","0.45","0.1","0.97","0.73","0.8200000000000001","0.06","0.31","0.85","0.5700000000000001","0.67","0.71","0","0.05","0.14","0.79","0.27","""-1993407270""","418","418","418","0","418"
"1","30","50","0.52","0.44","0.15","0.86","0.56","0.64","0.68","0.63","0.39","0.14","0.63","0.78","0.6","0.45","0.71","0.63","0.73","0.9400000000000001","0.01","0.31","0.23","0.72","0.72","0.96","0.16","0.44","0","0.63","0.04","0.97","0.49","0.22","0.01","0.21","0.5700000000000001","""-259781459""","418","418","418","0","418"
"1","31","50","0.15","0.11","0.21","0.9500000000000001","0.67","0.89","0.86","0.66","0.13","0.33","0.86","0.88","0.5","0.56","0.52","0.01","0.75","0.32","0.9400000000000001","0.41000000000000003","0.41000000000000003","0.14","0.9","0.31","0.32","0.12","0.9400000000000001","0.1","0.2","0.72","0.89","0.26","0.25","0.42","0.3","""-1098567050""","418","418","418","0","418"
"1","32","50","0.2","0.75","0.26","0.7000000000000001","0.86","0.35000000000000003","0.49","0.64","0.04","0.22","0.7000000000000001","0.07","0.13","0.79","0.64","0.49","0.52","0.32","0.76","0.76","0.41000000000000003","0.26","0.23","0","0.91","0.34","0.19","0.9","0.46","0.37","0.53","0.76","0.51","0.71","0.49","""706985949""","418","418","418","0","418"
"1","33","50","0.38","0.8300000000000001","0.68","0.8200000000000001","0.62","0.64","0.13","0.14","0.04","0.6900000000000001","0.49","0.06","0.86","0.75","0.92","0.49","0.75","0.14","0.61","0.2","0.53","0.24","0.22","0.01","0.5700000000000001","0.84","0.04","0.9400000000000001","0.15","0.34","0.9","0.99","0.75","0.52","0.88","""1641744253""","418","418","418","0","418"
"1","34","50","0.39","0.49","0.61","0.65","0.9500000000000001","0.42","0.86","0.52","0.63","0.15","0.7000000000000001","0.88","0.24","0.53","0.01","0.92","0.39","0.09","0.7000000000000001","0.23","0.93","0.56","0.5","0.86","0.86","0.11","0.06","0.22","0.8200000000000001","0.9","0.44","0.07","0.9500000000000001","0.3","0.92","""1490577594""","418","418","418","0","418"
"1","35","50","0.07","0.84","0.5","0.64","0.9","0.3","0.86","0.8200000000000001","0.74","0.22","0","0.3","0.68","0.01","0.64","0.79","0.24","0.84","0.4","0.16","0","0.52","0.71","0.84","0.66","0.19","0.75","0.8200000000000001","0.01","0.5","0.25","0.73","0.75","0.43","0.04","""-286267116""","404","404","404","0","404"
"1","36","50","0.06","0.63","0.13","0.3","0.07","0.63","0.5700000000000001","0.75","0.65","0.51","0.98","0.05","0.84","0.9","0.11","0.34","0.37","0.04","0.22","0.1","0.51","0.8","0.33","0.26","0.52","0.6","0.04","0.88","0.81","0.68","0.17","0.98","0.01","0.99","0.07","""-2046169662""","418","418","418","0","418"
"1","37","50","0.67","0.09","0.73","0.05","1","0.62","0.84","0.36","0.75","0.26","0.36","0.97","0.62","0.05","0.44","0.16","0.27","0.8200000000000001","0.9400000000000001","0.9","0.59","0.9500000000000001","0.06","0.39","0.54","0.68","0.75","0.78","0.35000000000000003","0.81","0.48","0.6","0.22","0.38","0.45","""-945611527""","418","418","418","0","418"
"1","38","50","0.45","0.19","0.29","0.62","0.72","0.08","0.89","0.22","0.96","0.76","0.53","0.18","0.04","0.04","0.19","0.41000000000000003","0.9500000000000001","0.87","0.8300000000000001","0.28","0.87","0.65","0.53","0","0.93","0.58","0.99","0.26","0.64","0.36","0.15","0.93","0.87","0.34","0.67","""1702936455""","418","418","418","0","418"
"1","39","50","0.97","0.81","0.9400000000000001","0","0.07","0.52","0.22","0.56","0.91","0.86","0.3","0.64","0.51","0.44","0.56","0.3","0.1","0.9","0.5","0.07","0.64","0.45","0.08","0.6","0.64","0.02","0.29","0.71","0.9","0.31","0.36","0.04","0.73","0.07","0.24","""182575235""","418","418","418","0","418"
"1","40","50","0.77","0.04","0.19","0.62","0.09","0.76","0.79","0.41000000000000003","0.62","0.98","0.15","0.9500000000000001","0.02","0.6900000000000001","0.06","0.36","0.28","0.26","0.71","0.6","0.17","0.46","0.71","0.35000000000000003","0.75","0.52","0.53","0.05","0.65","0.99","0.84","0.9","0.93","0.22","0.86","""-223303778""","427","427","427","0","427"
"1","41","50","0.52","0.97","0.67","0.75","0.81","0.43","0.04","0.9400000000000001","0.43","0.91","0.79","0.97","0.9","0.23","0.81","0.96","0.19","0.53","0.02","0.71","0.61","0.09","0.76","0.52","0.15","0.5","0.56","0.6","0.67","0.1","0.26","0.47000000000000003","0.9500000000000001","0.97","0.41000000000000003","""842637065""","418","418","418","0","418"
"1","42","50","0.9400000000000001","0.87","0.19","0.9400000000000001","0.24","0.32","0.31","0","0.67","0.45","0.26","0.22","0.75","0.32","0.76","0.31","0.88","0.79","0.87","0.87","0.05","0.41000000000000003","0.71","0","0.04","0.11","0.16","0.15","0.27","0.29","0.99","0.34","0.97","0.13","0.64","""506936619""","418","418","418","0","418"
"1","43","50","0.11","0.66","0.06","0.51","0.8200000000000001","0.41000000000000003","0.73","0.56","0.88","0.71","0.27","0.16","0.9500000000000001","0.91","0.8200000000000001","0.25","0.45","0.65","0.74","0.5","0.27","0.2","0.26","0.71","0.45","0.17","0.04","0.26","0.15","0.44","0.3","0.4","0.1","0.92","0.15","""874825158""","418","418","418","0","418"
"1","44","50","0.9","0.14","0.22","0.07","0.77","0.29","0.63","0.56","0.67","0.89","0.66","0.5700000000000001","0.61","0.81","0.28","0.31","0.49","0.74","0.44","0.97","0.14","0.21","0.79","0.58","0.17","0.41000000000000003","0.81","0.08","0.79","0.96","0.87","0.25","0.11","0.8200000000000001","0.65","""695927175""","418","418","418","0","418"
"1","45","50","0.75","0.41000000000000003","0.9","0.8","0.62","0.93","0.8300000000000001","0.27","0.02","0.34","0.45","0.9400000000000001","0.45","0.37","0.72","0.91","0.9","0.18","0","0.25","0.9400000000000001","0.52","0.25","0.97","0.45","0.11","0.81","0.27","0.26","0.3","0.6","0.58","0.87","0.46","0.8200000000000001","""-1023381234""","418","418","418","0","418"
"1","46","50","0.09","0.74","0.54","0.26","0.62","0.03","0.49","0.55","0.87","0","0.9400000000000001","0.88","0.12","0.39","0.37","0.26","0.37","0.67","0.6","0.75","0.44","0.71","0.08","0.56","0.45","0.8300000000000001","0.21","0.41000000000000003","0.8200000000000001","0","0.71","0.29","0.34","0.62","0.71","""862324482""","424","424","424","0","424"
"1","47","50","0.21","0.56","0.18","0.32","0.36","0.16","0.49","0.59","0.88","0.04","0.86","0.8200000000000001","0.58","0.02","0.15","0.76","0.53","0.73","0.08","0.05","0.56","0.97","1","0.8300000000000001","0.97","0","0.7000000000000001","0.18","0.62","0.15","0.76","0.71","0.9400000000000001","0.86","0.87","""413447787""","418","418","418","0","418"
"1","48","50","0.75","0.9400000000000001","0.64","0.29","0.16","0.78","0.22","0.6","0.27","0.28","0.14","0.42","1","0.23","0.53","0.71","0.58","0.15","0.35000000000000003","0.37","0.65","0.1","0.71","0.97","0.16","0.3","0.5700000000000001","0.64","0.9","0.16","0.61","0.64","0.8300000000000001","0.19","0.6","""-1928971801""","418","418","418","0","418"
"1","49","50","0.86","0.19","0.98","0.44","0.08","0.12","0.9400000000000001","0.01","0.8","0.74","0.19","0.32","0.31","0.62","0.11","0","0.43","0.3","0.07","0.8200000000000001","0.2","0.45","0.22","0.81","0.71","0.96","0.67","0.28","0.92","0.28","0.93","0.26","0","0.85","0.71","""408797461""","418","418","418","0","418"
"1","50","50","0.27","0.12","0.34","0.97","0.1","0.67","0.55","0.76","0.04","1","0.75","0.6900000000000001","0.49","0.87","0.87","0.49","0.86","0.49","0.64","0.8","0.58","0.47000000000000003","0.17","0.62","0.9500000000000001","0.51","0.87","0.7000000000000001","0.67","0.04","0.23","0.97","0.22","0.4","0.8200000000000001","""-2129935969""","418","418","418","0","418"
"1","51","100","0.15","0.11","0.21","0.92","0.67","0.89","0.86","0.66","0.13","0.9400000000000001","0.86","0.88","0.77","0.56","0.52","0.01","0.79","0.32","0.9400000000000001","0.41000000000000003","0.79","0.14","0.9","0.31","0.32","0.12","0.9400000000000001","0.1","0.2","0.87","0.86","0.26","0.25","0.42","0.89","""-938051029""","418","418","418","0","418"
"1","52","100","0.38","0.8300000000000001","0.68","0.8200000000000001","0.62","0.64","0.13","0.01","0.04","0.66","0.49","0.06","0.8200000000000001","0.75","0.92","0.49","0.75","0.14","0.61","0.2","0.53","0.24","0.22","0.01","0.06","0.84","0.04","0.9400000000000001","0.16","0.29","0.9","0.99","0.52","0.52","0.31","""902604423""","418","418","418","0","418"
"1","53","100","0.38","0.8300000000000001","0.86","0.8200000000000001","0.62","0.9500000000000001","0.63","0.26","0.4","0.49","0.25","0.13","0.88","0.67","0.38","0.56","0.53","0.11","0.81","0.34","0.27","0.79","0.15","0.3","0.03","0.41000000000000003","0.16","0.39","0.48","0.26","0.75","0.97","0","0.93","0.07","""279265113""","418","418","418","0","418"
"1","54","100","0.28","0.64","0.11","0.87","0.03","0.74","0.02","0.14","0.04","0.6900000000000001","0.48","0.06","0.02","0.75","0.92","0.49","0.75","0.14","0.61","0.2","0.53","0.24","0.26","0.01","0.5700000000000001","0.84","0.07","0.9400000000000001","0.12","0.34","0.89","0.99","0.75","0.52","0.88","""2067273304""","418","418","418","0","418"
"1","55","100","0.67","0.09","0.73","0.05","1","0.62","0.8300000000000001","0.36","0.75","0.05","0.36","0.97","0.62","0.04","0.44","0.8","0.9","0.18","0","0.22","0.65","0.52","0.25","0.97","0.46","0.11","0.81","0.27","0.26","0.3","0.6","0.58","0.87","0.46","0.8200000000000001","""233925820""","418","418","418","0","418"
"1","56","100","0.75","0.41000000000000003","0.9","0.8","0.62","0.34","0.8300000000000001","0.27","0.02","0.34","0.49","0.9400000000000001","0.45","0.37","0.72","0.27","0.27","0.79","0.9400000000000001","0.9","0.59","0.9500000000000001","0.06","0.38","0.54","0.68","0.75","0.78","0.35000000000000003","0.81","0.48","0.6","0.22","0.38","0.45","""1837363648""","418","418","418","0","418"
"1","57","100","0.85","0.14","0.22","0.07","0.8200000000000001","0.29","0.63","0.56","0.67","0.89","0.66","0.5700000000000001","0.61","0.81","0.28","0.31","0.49","0.74","0.44","0.97","0.17","0.18","0.48","0.6900000000000001","0.17","0.41000000000000003","0.81","0.08","0.79","0.96","0.87","0.25","0.11","0.79","0.27","""-115750647""","418","418","418","0","418"
"1","58","100","0.11","0.34","0.03","0.98","0.78","0.67","0.11","0.39","0.07","0.51","0.34","0.07","0.07","0.53","0.3","0.34","0.11","0.04","0.3","0.45","0.1","0.97","0.73","0.68","0.06","0.31","0.85","0.5700000000000001","0.67","0.71","0","0.05","0.14","0.8200000000000001","0.65","""2088239438""","418","418","418","0","418"
"1","59","100","0.9","0.14","0.22","0.07","0.5","0.29","0.48","0.8200000000000001","0.59","0.81","0.9","0.89","0.7000000000000001","0.68","0.23","0.43","0.09","0.88","0.28","0.33","0.01","0.8","0.61","0.7000000000000001","0.71","0.4","0.55","0.84","0.08","0.86","0.48","0.8200000000000001","0.67","0.19","0.24","""-2108388333""","418","418","418","0","418"
"1","60","100","0.99","0.78","0.87","0.15","0.24","0.81","0.5700000000000001","0.06","0.65","0.7000000000000001","0.66","0.5700000000000001","0.61","0.81","0.28","0.31","0.49","0.85","0.44","0.97","0.14","0.21","0.79","0.58","0.17","0.08","0.81","0.08","0.48","0.97","0.87","0.25","0.11","0.93","0.65","""-1779299260""","418","418","418","0","418"
"1","61","100","0.68","0.92","0.06","0.11","0.61","0.04","0.64","0.41000000000000003","0.92","0.42","0.41000000000000003","0.89","0.99","0.68","0.2","0.07","0.98","0.62","0.44","0.24","0.49","0.8300000000000001","0.09","0.04","0.31","0.8","0.31","0.65","0.27","0.43","0.78","0.77","0.9500000000000001","0.6","0.6","""-1446507852""","418","418","418","0","418"
"1","62","100","0.53","0.52","0.28","0.79","0.06","0.91","0.88","0.64","0.51","0.05","0.66","0.35000000000000003","0","0.49","0.84","0.68","0.63","0.44","0.8","0.52","0.97","0.65","0.9500000000000001","0.07","0.53","0","0.23","0.08","0","0.22","0.3","0.8","0.07","0.45","0.16","""60413360""","418","418","418","0","418"
"1","63","100","0.73","0.9","0.7000000000000001","0.68","0.75","0.08","0.65","0.6","0.65","0.34","0.52","0.99","0.24","0.72","0","0.63","0.9400000000000001","0.79","0.11","0.47000000000000003","0.52","0.64","0.34","0.63","0.43","0.22","0.85","0.65","0.98","0.63","0.72","0.6","0.28","0.56","0.97","""1163944752""","418","418","418","0","418"
"1","64","100","1","0.88","0.52","0.43","0.32","0.6900000000000001","0.47000000000000003","0.9400000000000001","0","0.98","0.67","0.6900000000000001","0.54","0.31","0.62","0.73","0.56","0.28","0.56","0.48","0.64","0.81","0.34","0.26","0.12","0.9400000000000001","0.45","0.2","0.96","0.29","0.68","0.6900000000000001","0.8300000000000001","0.39","0.5700000000000001","""-1907682008""","418","418","418","0","418"
"1","65","100","0.15","0.11","0.18","0.8","0.67","0.89","0.86","0.66","0.13","0.89","0.66","0.5700000000000001","0.61","0.81","0.28","0","0.49","0.53","0.44","0.97","0.14","0.21","0.79","0.58","0.17","0.41000000000000003","0.81","0.55","0.48","0.96","0.72","0.25","0.11","0.8200000000000001","0.65","""-708411758""","418","418","418","0","418"
"1","66","100","0.85","0.14","0.11","0.24","0.77","0.29","0.63","0.56","0.67","0.33","0.86","0.88","0.5","0.75","0.12","0.01","0.75","0.32","0.9400000000000001","0.41000000000000003","0.41000000000000003","0.14","0.9","0.31","0.32","0.12","0.9400000000000001","0.1","0.2","0.72","0.89","0.52","0.25","0.42","0.3","""-1944783639""","418","418","418","0","418"
"1","67","100","0.75","0.9400000000000001","0.9500000000000001","0.29","0.16","0.78","0.22","0.6","0.27","0.99","0.36","0.9400000000000001","0.62","0.05","0.47000000000000003","0.16","0.27","0.8200000000000001","0.34","0.9","0.56","0.9500000000000001","0.14","0.39","0.54","0.68","0.75","0.78","0.35000000000000003","0.81","0.48","0.6","0.23","0.38","0.45","""1381101414""","418","418","418","0","418"
"1","68","100","0.67","0.06","0.78","0.26","1","0.62","0.84","0.36","0.71","0.26","0.49","0.42","1","0.23","0.53","0.71","0.58","0.15","0.35000000000000003","0.37","0.65","0.1","0.71","0.97","0.16","0.3","0.54","0.64","0.9","0.16","0.61","0.64","0.8300000000000001","0.19","0.6","""282572064""","422","422","422","0","422"
"1","69","100","0.11","0.34","0.03","0.29","0.78","0.67","0.11","0.39","0.07","0.51","0.35000000000000003","0.07","0.11","0.52","0.17","0.17","0.11","0.04","0.3","0.45","0.1","0.72","0.22","0.51","0.28","0.19","0.18","0.8","0.59","0.47000000000000003","0.61","0.23","0.86","0.32","0.76","""-1043614290""","418","418","418","0","418"
"1","70","100","0.8200000000000001","0.34","0.9","0.96","0.1","0.26","0.8200000000000001","0.7000000000000001","0.46","0.28","0.37","0.22","0.62","0.98","0.29","0.19","0.58","0.27","0.15","0.25","0.86","0.97","0.73","0.8200000000000001","0.06","0.3","0.85","0.54","0.67","0.71","0","0.05","0.14","0.79","0.27","""1376685521""","418","418","418","0","418"
"1","71","100","0.6900000000000001","0.52","0.55","0.07","0.8300000000000001","0.88","0.98","0.84","0.06","0.09","0.59","0.26","0.15","0.96","0.56","1","0.19","0.91","0.71","0.64","0.55","0","0.84","0.86","0.54","0.72","0.34","0.17","0.26","0.66","0.49","0.15","0.55","0.75","0.43","""1304142254""","418","418","418","0","418"
"1","72","100","0.66","0.07","0.96","0.67","0.28","0.44","0.97","0.16","0.2","0.63","0.19","0.18","0.7000000000000001","0.88","0.41000000000000003","0.41000000000000003","0.75","0.41000000000000003","0.97","1","0.75","0.98","0.68","0.96","0.41000000000000003","0.56","0.06","0.73","0.66","0.87","0.42","0.9400000000000001","0.8","0.22","0.32","""-2041116524""","418","418","418","0","418"
"1","73","100","0.18","0.78","0.31","0.72","0","0.02","0.05","0.3","0.97","0.18","0.8200000000000001","0.8300000000000001","0.8","0.67","0.02","0.2","0.52","0.2","0.25","0.79","0.25","0.26","0.6","0.3","0.03","0.52","0.17","0.39","0.79","0.26","0.75","0.97","0","0.93","0.07","""-1825014823""","418","418","418","0","418"
"1","74","100","0.28","0.64","0.11","0.87","0","0.85","0.63","0.26","0.4","0.54","0.25","0.13","0.88","0.92","0.38","0.56","0.53","0.11","0.81","0.34","1","0.76","0.22","0.05","0.39","0.54","0.23","0.84","0.99","0.9400000000000001","0.92","0.02","0.7000000000000001","0.9400000000000001","0.75","""1830626574""","418","418","418","0","418"
