"search-number","evaluation","g1t1*","g2t1*","g3t1*","g4t1*","g5t1*","g6t1*","g7t1*","g1t2*","g2t2*","g3t2*","g4t2*","g5t2*","g6t2*","g7t2*","g1t3*","g2t3*","g3t3*","g4t3*","g5t3*","g6t3*","g7t3*","g1t4*","g2t4*","g3t4*","g4t4*","g5t4*","g6t4*","g7t4*","g1t5*","g2t5*","g3t5*","g4t5*","g5t5*","g6t5*","g7t5*","fitness","num-replicates","best-fitness-so-far"
"1","38","0.45","0.19","0.29","0.62","0.72","0.08","0.89","0.22","0.96","0.76","0.53","0.18","0.04","0.04","0.19","0.41000000000000003","0.9500000000000001","0.87","0.8300000000000001","0.28","0.87","0.65","0.53","0","0.93","0.58","0.99","0.26","0.64","0.36","0.15","0.93","0.87","0.34","0.67","418","1","404"
"1","39","0.97","0.81","0.9400000000000001","0","0.07","0.52","0.22","0.56","0.91","0.86","0.3","0.64","0.51","0.44","0.56","0.3","0.1","0.9","0.5","0.07","0.64","0.45","0.08","0.6","0.64","0.02","0.29","0.71","0.9","0.31","0.36","0.04","0.73","0.07","0.24","418","1","404"
"1","40","0.77","0.04","0.19","0.62","0.09","0.76","0.79","0.41000000000000003","0.62","0.98","0.15","0.9500000000000001","0.02","0.6900000000000001","0.06","0.36","0.28","0.26","0.71","0.6","0.17","0.46","0.71","0.35000000000000003","0.75","0.52","0.53","0.05","0.65","0.99","0.84","0.9","0.93","0.22","0.86","427","1","404"
"1","41","0.52","0.97","0.67","0.75","0.81","0.43","0.04","0.9400000000000001","0.43","0.91","0.79","0.97","0.9","0.23","0.81","0.96","0.19","0.53","0.02","0.71","0.61","0.09","0.76","0.52","0.15","0.5","0.56","0.6","0.67","0.1","0.26","0.47000000000000003","0.9500000000000001","0.97","0.41000000000000003","418","1","404"
"1","42","0.9400000000000001","0.87","0.19","0.9400000000000001","0.24","0.32","0.31","0","0.67","0.45","0.26","0.22","0.75","0.32","0.76","0.31","0.88","0.79","0.87","0.87","0.05","0.41000000000000003","0.71","0","0.04","0.11","0.16","0.15","0.27","0.29","0.99","0.34","0.97","0.13","0.64","418","1","404"
"1","43","0.11","0.66","0.06","0.51","0.8200000000000001","0.41000000000000003","0.73","0.56","0.88","0.71","0.27","0.16","0.9500000000000001","0.91","0.8200000000000001","0.25","0.45","0.65","0.74","0.5","0.27","0.2","0.26","0.71","0.45","0.17","0.04","0.26","0.15","0.44","0.3","0.4","0.1","0.92","0.15","418","1","404"
"1","44","0.9","0.14","0.22","0.07","0.77","0.29","0.63","0.56","0.67","0.89","0.66","0.5700000000000001","0.61","0.81","0.28","0.31","0.49","0.74","0.44","0.97","0.14","0.21","0.79","0.58","0.17","0.41000000000000003","0.81","0.08","0.79","0.96","0.87","0.25","0.11","0.8200000000000001","0.65","418","1","404"
"1","45","0.75","0.41000000000000003","0.9","0.8","0.62","0.93","0.8300000000000001","0.27","0.02","0.34","0.45","0.9400000000000001","0.45","0.37","0.72","0.91","0.9","0.18","0","0.25","0.9400000000000001","0.52","0.25","0.97","0.45","0.11","0.81","0.27","0.26","0.3","0.6","0.58","0.87","0.46","0.8200000000000001","418","1","404"
"1","46","0.09","0.74","0.54","0.26","0.62","0.03","0.49","0.55","0.87","0","0.9400000000000001","0.88","0.12","0.39","0.37","0.26","0.37","0.67","0.6","0.75","0.44","0.71","0.08","0.56","0.45","0.8300000000000001","0.21","0.41000000000000003","0.8200000000000001","0","0.71","0.29","0.34","0.62","0.71","424","1","404"
"1","47","0.21","0.56","0.18","0.32","0.36","0.16","0.49","0.59","0.88","0.04","0.86","0.8200000000000001","0.58","0.02","0.15","0.76","0.53","0.73","0.08","0.05","0.56","0.97","1","0.8300000000000001","0.97","0","0.7000000000000001","0.18","0.62","0.15","0.76","0.71","0.9400000000000001","0.86","0.87","418","1","404"
"1","48","0.75","0.9400000000000001","0.64","0.29","0.16","0.78","0.22","0.6","0.27","0.28","0.14","0.42","1","0.23","0.53","0.71","0.58","0.15","0.35000000000000003","0.37","0.65","0.1","0.71","0.97","0.16","0.3","0.5700000000000001","0.64","0.9","0.16","0.61","0.64","0.8300000000000001","0.19","0.6","418","1","404"
"1","49","0.86","0.19","0.98","0.44","0.08","0.12","0.9400000000000001","0.01","0.8","0.74","0.19","0.32","0.31","0.62","0.11","0","0.43","0.3","0.07","0.8200000000000001","0.2","0.45","0.22","0.81","0.71","0.96","0.67","0.28","0.92","0.28","0.93","0.26","0","0.85","0.71","418","1","404"
"1","50","0.27","0.12","0.34","0.97","0.1","0.67","0.55","0.76","0.04","1","0.75","0.6900000000000001","0.49","0.87","0.87","0.49","0.86","0.49","0.64","0.8","0.58","0.47000000000000003","0.17","0.62","0.9500000000000001","0.51","0.87","0.7000000000000001","0.67","0.04","0.23","0.97","0.22","0.4","0.8200000000000001","418","1","404"
"1","51","0.15","0.11","0.21","0.92","0.67","0.89","0.86","0.66","0.13","0.9400000000000001","0.86","0.88","0.77","0.56","0.52","0.01","0.79","0.32","0.9400000000000001","0.41000000000000003","0.79","0.14","0.9","0.31","0.32","0.12","0.9400000000000001","0.1","0.2","0.87","0.86","0.26","0.25","0.42","0.89","418","1","404"
"1","52","0.38","0.8300000000000001","0.68","0.8200000000000001","0.62","0.64","0.13","0.01","0.04","0.66","0.49","0.06","0.8200000000000001","0.75","0.92","0.49","0.75","0.14","0.61","0.2","0.53","0.24","0.22","0.01","0.06","0.84","0.04","0.9400000000000001","0.16","0.29","0.9","0.99","0.52","0.52","0.31","418","1","404"
"1","53","0.38","0.8300000000000001","0.86","0.8200000000000001","0.62","0.9500000000000001","0.63","0.26","0.4","0.49","0.25","0.13","0.88","0.67","0.38","0.56","0.53","0.11","0.81","0.34","0.27","0.79","0.15","0.3","0.03","0.41000000000000003","0.16","0.39","0.48","0.26","0.75","0.97","0","0.93","0.07","418","1","404"
"1","54","0.28","0.64","0.11","0.87","0.03","0.74","0.02","0.14","0.04","0.6900000000000001","0.48","0.06","0.02","0.75","0.92","0.49","0.75","0.14","0.61","0.2","0.53","0.24","0.26","0.01","0.5700000000000001","0.84","0.07","0.9400000000000001","0.12","0.34","0.89","0.99","0.75","0.52","0.88","418","1","404"
"1","55","0.67","0.09","0.73","0.05","1","0.62","0.8300000000000001","0.36","0.75","0.05","0.36","0.97","0.62","0.04","0.44","0.8","0.9","0.18","0","0.22","0.65","0.52","0.25","0.97","0.46","0.11","0.81","0.27","0.26","0.3","0.6","0.58","0.87","0.46","0.8200000000000001","418","1","404"
"1","56","0.75","0.41000000000000003","0.9","0.8","0.62","0.34","0.8300000000000001","0.27","0.02","0.34","0.49","0.9400000000000001","0.45","0.37","0.72","0.27","0.27","0.79","0.9400000000000001","0.9","0.59","0.9500000000000001","0.06","0.38","0.54","0.68","0.75","0.78","0.35000000000000003","0.81","0.48","0.6","0.22","0.38","0.45","418","1","404"
"1","57","0.85","0.14","0.22","0.07","0.8200000000000001","0.29","0.63","0.56","0.67","0.89","0.66","0.5700000000000001","0.61","0.81","0.28","0.31","0.49","0.74","0.44","0.97","0.17","0.18","0.48","0.6900000000000001","0.17","0.41000000000000003","0.81","0.08","0.79","0.96","0.87","0.25","0.11","0.79","0.27","418","1","404"
"1","58","0.11","0.34","0.03","0.98","0.78","0.67","0.11","0.39","0.07","0.51","0.34","0.07","0.07","0.53","0.3","0.34","0.11","0.04","0.3","0.45","0.1","0.97","0.73","0.68","0.06","0.31","0.85","0.5700000000000001","0.67","0.71","0","0.05","0.14","0.8200000000000001","0.65","418","1","404"
"1","59","0.9","0.14","0.22","0.07","0.5","0.29","0.48","0.8200000000000001","0.59","0.81","0.9","0.89","0.7000000000000001","0.68","0.23","0.43","0.09","0.88","0.28","0.33","0.01","0.8","0.61","0.7000000000000001","0.71","0.4","0.55","0.84","0.08","0.86","0.48","0.8200000000000001","0.67","0.19","0.24","418","1","404"
"1","60","0.99","0.78","0.87","0.15","0.24","0.81","0.5700000000000001","0.06","0.65","0.7000000000000001","0.66","0.5700000000000001","0.61","0.81","0.28","0.31","0.49","0.85","0.44","0.97","0.14","0.21","0.79","0.58","0.17","0.08","0.81","0.08","0.48","0.97","0.87","0.25","0.11","0.93","0.65","418","1","404"
"1","61","0.68","0.92","0.06","0.11","0.61","0.04","0.64","0.41000000000000003","0.92","0.42","0.41000000000000003","0.89","0.99","0.68","0.2","0.07","0.98","0.62","0.44","0.24","0.49","0.8300000000000001","0.09","0.04","0.31","0.8","0.31","0.65","0.27","0.43","0.78","0.77","0.9500000000000001","0.6","0.6","418","1","404"
"1","62","0.53","0.52","0.28","0.79","0.06","0.91","0.88","0.64","0.51","0.05","0.66","0.35000000000000003","0","0.49","0.84","0.68","0.63","0.44","0.8","0.52","0.97","0.65","0.9500000000000001","0.07","0.53","0","0.23","0.08","0","0.22","0.3","0.8","0.07","0.45","0.16","418","1","404"
"1","63","0.73","0.9","0.7000000000000001","0.68","0.75","0.08","0.65","0.6","0.65","0.34","0.52","0.99","0.24","0.72","0","0.63","0.9400000000000001","0.79","0.11","0.47000000000000003","0.52","0.64","0.34","0.63","0.43","0.22","0.85","0.65","0.98","0.63","0.72","0.6","0.28","0.56","0.97","418","1","404"
"1","64","1","0.88","0.52","0.43","0.32","0.6900000000000001","0.47000000000000003","0.9400000000000001","0","0.98","0.67","0.6900000000000001","0.54","0.31","0.62","0.73","0.56","0.28","0.56","0.48","0.64","0.81","0.34","0.26","0.12","0.9400000000000001","0.45","0.2","0.96","0.29","0.68","0.6900000000000001","0.8300000000000001","0.39","0.5700000000000001","418","1","404"
"1","65","0.15","0.11","0.18","0.8","0.67","0.89","0.86","0.66","0.13","0.89","0.66","0.5700000000000001","0.61","0.81","0.28","0","0.49","0.53","0.44","0.97","0.14","0.21","0.79","0.58","0.17","0.41000000000000003","0.81","0.55","0.48","0.96","0.72","0.25","0.11","0.8200000000000001","0.65","418","1","404"
"1","66","0.85","0.14","0.11","0.24","0.77","0.29","0.63","0.56","0.67","0.33","0.86","0.88","0.5","0.75","0.12","0.01","0.75","0.32","0.9400000000000001","0.41000000000000003","0.41000000000000003","0.14","0.9","0.31","0.32","0.12","0.9400000000000001","0.1","0.2","0.72","0.89","0.52","0.25","0.42","0.3","418","1","404"
"1","67","0.75","0.9400000000000001","0.9500000000000001","0.29","0.16","0.78","0.22","0.6","0.27","0.99","0.36","0.9400000000000001","0.62","0.05","0.47000000000000003","0.16","0.27","0.8200000000000001","0.34","0.9","0.56","0.9500000000000001","0.14","0.39","0.54","0.68","0.75","0.78","0.35000000000000003","0.81","0.48","0.6","0.23","0.38","0.45","418","1","404"
"1","68","0.67","0.06","0.78","0.26","1","0.62","0.84","0.36","0.71","0.26","0.49","0.42","1","0.23","0.53","0.71","0.58","0.15","0.35000000000000003","0.37","0.65","0.1","0.71","0.97","0.16","0.3","0.54","0.64","0.9","0.16","0.61","0.64","0.8300000000000001","0.19","0.6","422","1","404"
"1","69","0.11","0.34","0.03","0.29","0.78","0.67","0.11","0.39","0.07","0.51","0.35000000000000003","0.07","0.11","0.52","0.17","0.17","0.11","0.04","0.3","0.45","0.1","0.72","0.22","0.51","0.28","0.19","0.18","0.8","0.59","0.47000000000000003","0.61","0.23","0.86","0.32","0.76","418","1","404"
"1","70","0.8200000000000001","0.34","0.9","0.96","0.1","0.26","0.8200000000000001","0.7000000000000001","0.46","0.28","0.37","0.22","0.62","0.98","0.29","0.19","0.58","0.27","0.15","0.25","0.86","0.97","0.73","0.8200000000000001","0.06","0.3","0.85","0.54","0.67","0.71","0","0.05","0.14","0.79","0.27","418","1","404"
"1","71","0.6900000000000001","0.52","0.55","0.07","0.8300000000000001","0.88","0.98","0.84","0.06","0.09","0.59","0.26","0.15","0.96","0.56","1","0.19","0.91","0.71","0.64","0.55","0","0.84","0.86","0.54","0.72","0.34","0.17","0.26","0.66","0.49","0.15","0.55","0.75","0.43","418","1","404"
"1","72","0.66","0.07","0.96","0.67","0.28","0.44","0.97","0.16","0.2","0.63","0.19","0.18","0.7000000000000001","0.88","0.41000000000000003","0.41000000000000003","0.75","0.41000000000000003","0.97","1","0.75","0.98","0.68","0.96","0.41000000000000003","0.56","0.06","0.73","0.66","0.87","0.42","0.9400000000000001","0.8","0.22","0.32","418","1","404"
"1","73","0.18","0.78","0.31","0.72","0","0.02","0.05","0.3","0.97","0.18","0.8200000000000001","0.8300000000000001","0.8","0.67","0.02","0.2","0.52","0.2","0.25","0.79","0.25","0.26","0.6","0.3","0.03","0.52","0.17","0.39","0.79","0.26","0.75","0.97","0","0.93","0.07","418","1","404"
"1","74","0.28","0.64","0.11","0.87","0","0.85","0.63","0.26","0.4","0.54","0.25","0.13","0.88","0.92","0.38","0.56","0.53","0.11","0.81","0.34","1","0.76","0.22","0.05","0.39","0.54","0.23","0.84","0.99","0.9400000000000001","0.92","0.02","0.7000000000000001","0.9400000000000001","0.75","418","1","404"
"1","75","0.75","0.9400000000000001","0.56","0.29","0.16","0.78","0.23","0.6","0.27","0.26","0.09","0.42","1","0.23","0.52","0.07","0.59","0.15","0.35000000000000003","0.37","0.65","0.1","0.8200000000000001","0.97","0.16","0.49","0.12","0.71","0.56","0.75","0.11","0.85","0.76","0.74","0.56","418","1","404"
"1","76","0.79","0.62","0.32","0.43","0.75","0.21","0.3","0.2","0.6900000000000001","0.02","0.78","0.59","0.97","0.39","0.23","0.34","0.48","0.33","0.27","0.56","0.15","0.22","0.51","0.48","0.66","0.04","0.5700000000000001","0.64","0.9","0.16","0.61","0.64","0.8300000000000001","0.19","0.64","418","1","404"
"1","77","0.52","0.86","0.67","0.75","0.81","0.84","0.63","0.3","0.4","0.54","0.25","0.13","0.88","0.92","0.38","0.75","0.53","0.11","0.81","0.45","0.27","0.79","0.04","0.33","0.12","0.41000000000000003","0.16","0.39","0.79","0.19","0.75","0.97","0","0.93","0.07","418","1","404"
"1","78","0.31","0.64","0.11","0.87","0.03","0.42","0.27","0.9400000000000001","0.43","0.91","0.79","0.97","0.9","0.23","0.81","0.07","0.19","0.53","0.02","0.71","0.5","0.09","0.76","0.52","0.15","0.5","0.56","0.6","0.67","0.1","0.26","0.47000000000000003","0.9500000000000001","0.97","0.41000000000000003","418","1","404"
"1","79","0.06","0.63","0.13","0.3","0.07","0.63","0.5700000000000001","0.75","0.65","0.51","0.98","0.26","0.85","0.9","0.11","0.34","0.41000000000000003","0.78","0.88","0.84","0.15","0.71","0.63","0.38","0.29","0.5","0.25","0.49","0.73","0.54","0.36","0.46","0.34","0.22","0.22","418","1","404"
"1","80","0.3","0.66","0.75","0.4","0.36","0.49","0.71","0.22","0.04","0.76","0.49","0.77","0.49","0.8200000000000001","0.19","0.87","0.97","0.07","0.22","0.1","0.5","0.8","0.33","0.26","0.52","0.35000000000000003","0.04","0.88","0.81","0.68","0.17","0.98","0.01","0.92","0.07","418","1","404"
