"n",40,0.5
373,5,0.11,0.79,0.54,0.63,0.33,0.62,0.85
433,10,0.16,0.25,0.22,0.28,0.21,0.85,0.04
493,10,0.65,0.67,0.48,0.64,0.75,0.14,0.97
553,10,0.36,0.45,0.59,0,0.44,0.74,0.6
613,20,0.22,0.41000000000000003,0.63,0,0.41000000000000003,0.44,0.48
738,"end"
