"n",40,0.5
373,5,0.64,0.9,0.97,0.24,0.92,0.68,0.65
433,10,0.22,0.35000000000000003,0.42,0.4,0.75,0.03,0.65
493,10,0.19,0.18,0.29,0.92,0.72,0.49,0.65
553,10,0.16,0.03,0.79,0.02,0.09,0.26,0.9500000000000001
613,20,0.24,0.74,0.67,0.64,0.16,0.03,0.21
738,"end"
