"y",40,0.5
373,5,0.10,0.10,0.10,0.10,0.10,0.10,0.10
433,10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
493,10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
553,10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
613,20,0.10,0.10,0.10,0.10,0.10,0.10,0.10
738,"end"
